Application:, Trigno Discover (1.7.0)
Date/Time:, 11/4/2024 11:12:31 AM
Collection Length (seconds):, 31.8195
Avanti Sensor 0 (64624), , Avanti Sensor 2 (64680)
sensor mode: 40, , sensor mode: 66
EMG 1 Time Series (s), EMG 1 (mV), EMG 1 Time Series (s), EMG 1 (mV), ORIENTATION W Time Series (s), ORIENTATION W (Quaternions), ORIENTATION X Time Series (s), ORIENTATION X (Quaternions), ORIENTATION Y Time Series (s), ORIENTATION Y (Quaternions), ORIENTATION Z Time Series (s), ORIENTATION Z (Quaternions)
, 2148.1481 Hz, , 1777.7778 Hz, , 74.0741 Hz, , 74.0741 Hz, , 74.0741 Hz, , 74.0741 Hz
0, -0.0125887, 0, -0.024506, 0, 0.4712524, 0, -0.2614136, 0, -0.6295166, 0, 0.5597534
0.0004655, -0.0115816, 0.0005625, -0.03122, 0.0135, 0.4710693, 0.0135, -0.2612915, 0.0135, -0.6296387, 0.0135, 0.5598145
0.000931, -0.0105745, 0.001125, -0.0365911, 0.027, 0.4707642, 0.027, -0.2611694, 0.027, -0.6298828, 0.027, 0.5598145
0.0013966, -0.012253, 0.0016875, -0.0412909, 0.0405, 0.4706421, 0.0405, -0.2612305, 0.0405, -0.6299438, 0.0405, 0.5598145
0.0018621, -0.0149386, 0.00225, -0.0365911, 0.054, 0.4706421, 0.054, -0.2612305, 0.054, -0.6300049, 0.054, 0.5597534
0.0023276, -0.0149386, 0.0028125, -0.0214847, 0.0675, 0.4706421, 0.0675, -0.2612915, 0.0675, -0.6300659, 0.0675, 0.5596924
0.0027931, -0.012253, 0.003375, -0.0057069, 0.081, 0.4706421, 0.081, -0.2613525, 0.081, -0.6300659, 0.081, 0.5596313
0.0032586, -0.0119173, 0.0039375, 0.0057069, 0.0945, 0.47052, 0.0945, -0.2614136, 0.0945, -0.630127, 0.0945, 0.5596924
0.0037241, -0.0149386, 0.0045, 0.0093996, 0.108, 0.47052, 0.108, -0.2614136, 0.108, -0.6300659, 0.108, 0.5596924
0.0041897, -0.0159457, 0.0050625, 0.0020142, 0.1215, 0.47052, 0.1215, -0.2614746, 0.1215, -0.6300659, 0.1215, 0.5596924
0.0046552, -0.0149386, 0.005625, -0.0171206, 0.135, 0.470459, 0.135, -0.2615967, 0.135, -0.630127, 0.135, 0.5596313
0.0051207, -0.0142672, 0.0061875, -0.0433051, 0.1485, 0.470459, 0.1485, -0.2616577, 0.1485, -0.6300659, 0.1485, 0.5596313
0.0055862, -0.0157778, 0.00675, -0.0560616, 0.162, 0.470459, 0.162, -0.2617798, 0.162, -0.6300049, 0.162, 0.5596313
0.0060517, -0.0169528, 0.0073125, -0.0594186, 0.1755, 0.47052, 0.1755, -0.2619019, 0.1755, -0.6299438, 0.1755, 0.5596313
0.0065172, -0.0159457, 0.007875, -0.0782177, 0.189, 0.47052, 0.189, -0.2619629, 0.189, -0.6299438, 0.189, 0.5596313
0.0069828, -0.0135958, 0.0084375, -0.1037308, 0.2025, 0.47052, 0.2025, -0.262085, 0.2025, -0.6298828, 0.2025, 0.5595703
0.0074483, -0.0119173, 0.009, -0.1131304, 0.216, 0.4705811, 0.216, -0.262207, 0.216, -0.6298218, 0.216, 0.5595703
0.0079138, -0.0142672, 0.0095625, -0.1047379, 0.2295, 0.4706421, 0.2295, -0.2622681, 0.2295, -0.6297607, 0.2295, 0.5595703
0.0083793, -0.0152743, 0.010125, -0.0822461, 0.243, 0.4707642, 0.243, -0.2623901, 0.243, -0.6296997, 0.243, 0.5594482
0.0088448, -0.0152743, 0.0106875, -0.0570687, 0.2565, 0.4708862, 0.2565, -0.2624512, 0.2565, -0.6296387, 0.2565, 0.5594482
0.0093103, -0.014435, 0.01125, -0.0379339, 0.27, 0.4709473, 0.27, -0.2625122, 0.27, -0.6295776, 0.27, 0.5593872
0.0097759, -0.0139315, 0.0118125, -0.0285344, 0.2835, 0.4710693, 0.2835, -0.2625732, 0.2835, -0.6295166, 0.2835, 0.5593262
0.0102414, -0.0139315, 0.012375, -0.0265202, 0.297, 0.4710693, 0.297, -0.2626343, 0.297, -0.6295166, 0.297, 0.5593262
0.0107069, -0.0129244, 0.0129375, -0.0258488, 0.3105, 0.4713135, 0.3105, -0.2630005, 0.3105, -0.6293335, 0.3105, 0.5591431
0.0111724, -0.011078, 0.0135, -0.0271916, 0.324, 0.4712524, 0.324, -0.2630615, 0.324, -0.6293335, 0.324, 0.5591431
0.0116379, -0.0105745, 0.0140625, -0.0265202, 0.3375, 0.4714355, 0.3375, -0.2632446, 0.3375, -0.6291504, 0.3375, 0.559082
0.0121034, -0.0092317, 0.014625, -0.024506, 0.351, 0.4713135, 0.351, -0.2631836, 0.351, -0.6292114, 0.351, 0.5592041
0.012569, -0.0095674, 0.0151875, -0.0238346, 0.3645, 0.4713745, 0.3645, -0.2631226, 0.3645, -0.6291504, 0.3645, 0.5592651
0.0130345, -0.0112459, 0.01575, -0.0218204, 0.378, 0.4714966, 0.378, -0.2632446, 0.378, -0.6290283, 0.378, 0.5592041
0.0135, -0.0129244, 0.0163125, -0.0154421, 0.3915, 0.4716797, 0.3915, -0.2633057, 0.3915, -0.6289673, 0.3915, 0.5591431
0.0139655, -0.0120851, 0.016875, -0.0070497, 0.405, 0.4719849, 0.405, -0.2634277, 0.405, -0.6287842, 0.405, 0.559021
0.014431, -0.0105745, 0.0174375, -0.0016785, 0.4185, 0.4719849, 0.4185, -0.2633667, 0.4185, -0.6287231, 0.4185, 0.559082
0.0148966, -0.0099031, 0.018, -0.0030213, 0.432, 0.4719238, 0.432, -0.2633057, 0.432, -0.6287842, 0.432, 0.559082
0.0153621, -0.0099031, 0.0185625, -0.011078, 0.4455, 0.4719238, 0.4455, -0.2632446, 0.4455, -0.6287842, 0.4455, 0.559082
0.0158276, -0.0102388, 0.019125, -0.0174563, 0.459, 0.472168, 0.459, -0.2633667, 0.459, -0.6286621, 0.459, 0.559021
0.0162931, -0.0119173, 0.0196875, -0.0201419, 0.4725, 0.4720459, 0.4725, -0.2633057, 0.4725, -0.6287231, 0.4725, 0.559082
0.0167586, -0.0115816, 0.02025, -0.0140993, 0.486, 0.4719849, 0.486, -0.2632446, 0.486, -0.6287231, 0.486, 0.5591431
0.0172241, -0.0109102, 0.0208125, -0.0073854, 0.4995, 0.4718628, 0.4995, -0.2631836, 0.4995, -0.6287842, 0.4995, 0.5592041
0.0176897, -0.0092317, 0.021375, -0.0003357, 0.513, 0.4717407, 0.513, -0.2631226, 0.513, -0.6287842, 0.513, 0.5593262
0.0181552, -0.0083925, 0.0219375, 0.0120851, 0.5265, 0.4716187, 0.5265, -0.2629395, 0.5265, -0.6289673, 0.5265, 0.5593262
0.0186207, -0.0078889, 0.0225, 0.0198062, 0.54, 0.4715576, 0.54, -0.2628784, 0.54, -0.6290283, 0.54, 0.5593262
0.0190862, -0.008896, 0.0230625, 0.0157778, 0.5535, 0.4713135, 0.5535, -0.2626343, 0.5535, -0.6291504, 0.5535, 0.5595093
0.0195517, -0.0085603, 0.023625, 0.011078, 0.567, 0.4712524, 0.567, -0.2625732, 0.567, -0.6292114, 0.567, 0.5595093
0.0200172, -0.0075532, 0.0241875, 0.0043641, 0.5805, 0.4710083, 0.5805, -0.2624512, 0.5805, -0.6293335, 0.5805, 0.5596313
0.0204828, -0.0068818, 0.02475, -0.0016785, 0.594, 0.4709473, 0.594, -0.2623901, 0.594, -0.6293945, 0.594, 0.5596924
0.0209483, -0.0057069, 0.0253125, -0.0043641, 0.6075, 0.4707642, 0.6075, -0.2622681, 0.6075, -0.6295166, 0.6075, 0.5596924
0.0214138, -0.0052033, 0.025875, -0.0151064, 0.621, 0.4705811, 0.621, -0.2620239, 0.621, -0.6296997, 0.621, 0.5597534
0.0218793, -0.0058747, 0.0264375, -0.0349126, 0.6345, 0.47052, 0.6345, -0.2619019, 0.6345, -0.6298218, 0.6345, 0.5597534
0.0223448, -0.0063783, 0.027, -0.0412909, 0.648, 0.4703979, 0.648, -0.2618408, 0.648, -0.6298828, 0.648, 0.5598145
0.0228103, -0.0052033, 0.0275625, -0.0342412, 0.6615, 0.4703369, 0.6615, -0.2617798, 0.6615, -0.6299438, 0.6615, 0.5598755
0.0232759, -0.0038605, 0.028125, -0.0234989, 0.675, 0.4702759, 0.675, -0.2616577, 0.675, -0.6300049, 0.675, 0.5598755
0.0237414, -0.0041962, 0.0286875, -0.0083925, 0.6885, 0.4700317, 0.6885, -0.2612915, 0.6885, -0.630249, 0.6885, 0.5599976
0.0242069, -0.0058747, 0.02925, 0.0208133, 0.702, 0.4699707, 0.702, -0.2611694, 0.702, -0.6303101, 0.702, 0.5600586
0.0246724, -0.0075532, 0.0298125, 0.056733, 0.7155, 0.4697876, 0.7155, -0.2611084, 0.7155, -0.6304932, 0.7155, 0.5600586
0.0251379, -0.0065461, 0.030375, 0.0822461, 0.729, 0.4697266, 0.729, -0.2610474, 0.729, -0.6305542, 0.729, 0.5599976
0.0256034, -0.0052033, 0.0309375, 0.0772107, 0.7425, 0.4696655, 0.7425, -0.2609863, 0.7425, -0.6306763, 0.7425, 0.5599976
0.026069, -0.0048676, 0.0315, 0.035584, 0.756, 0.4696045, 0.756, -0.2608643, 0.756, -0.6306763, 0.756, 0.5600586
0.0265345, -0.0050355, 0.0320625, -0.0265202, 0.7695, 0.4697266, 0.7695, -0.2609863, 0.7695, -0.6304932, 0.7695, 0.5600586
0.027, -0.0048676, 0.032625, -0.0815747, 0.783, 0.4697876, 0.783, -0.2611084, 0.783, -0.630249, 0.783, 0.5602417
0.0274655, -0.0062104, 0.0331875, -0.1151446, 0.7965, 0.4697876, 0.7965, -0.2609253, 0.7965, -0.6298218, 0.7965, 0.5608521
0.027931, -0.0068818, 0.03375, -0.1383078, 0.81, 0.4695435, 0.81, -0.260437, 0.81, -0.6298218, 0.81, 0.5612793
0.0283966, -0.0072175, 0.0343125, -0.1631495, 0.8235, 0.4703369, 0.8235, -0.2595215, 0.8235, -0.628479, 0.8235, 0.562561
0.0288621, -0.0070497, 0.034875, -0.1829557, 0.837, 0.4716187, 0.837, -0.2593384, 0.837, -0.6269531, 0.837, 0.5632324
0.0293276, -0.0057069, 0.0354375, -0.1470359, 0.8505, 0.4729004, 0.8505, -0.2588501, 0.8505, -0.6253662, 0.8505, 0.5641479
0.0297931, -0.0053712, 0.036, -0.0654612, 0.864, 0.4755859, 0.864, -0.2570801, 0.864, -0.6219482, 0.864, 0.5664673
0.0302586, -0.0052033, 0.0365625, 0.0157778, 0.8775, 0.4766846, 0.8775, -0.2556763, 0.8775, -0.6203613, 0.8775, 0.5679321
0.0307241, -0.0048676, 0.037125, 0.0543832, 0.891, 0.4785156, 0.891, -0.2525024, 0.891, -0.6173096, 0.891, 0.571106
0.0311897, -0.0038605, 0.0376875, 0.056733, 0.9045, 0.479126, 0.9045, -0.2503052, 0.9045, -0.6160889, 0.9045, 0.572876
0.0316552, -0.0036927, 0.03825, 0.0419623, 0.918, 0.4802856, 0.918, -0.248291, 0.918, -0.6144409, 0.918, 0.574585
0.0321207, -0.0041962, 0.0388125, 0.0171206, 0.9315, 0.4835815, 0.9315, -0.2445068, 0.9315, -0.6099854, 0.9315, 0.578125
0.0325862, -0.0035248, 0.039375, -0.0221561, 0.945, 0.4857788, 0.945, -0.2427979, 0.945, -0.6072388, 0.945, 0.579895
0.0330517, -0.0041962, 0.0399375, -0.0782177, 0.9585, 0.4907227, 0.9585, -0.2392578, 0.9585, -0.6013184, 0.9585, 0.583374
0.0335172, -0.0048676, 0.0405, -0.1312581, 0.972, 0.492981, 0.972, -0.2373047, 0.972, -0.5984497, 0.972, 0.5852051
0.0339828, -0.0058747, 0.0410625, -0.1591211, 0.9855, 0.4953003, 0.9855, -0.2352905, 0.9855, -0.59552, 0.9855, 0.5870361
0.0344483, -0.0063783, 0.041625, -0.1453574, 0.999, 0.4997559, 0.999, -0.2312012, 0.999, -0.5899048, 0.999, 0.5905762
0.0349138, -0.0087282, 0.0421875, -0.0970169, 1.0125, 0.5018311, 1.0125, -0.2290649, 1.0125, -0.5872192, 1.0125, 0.5922852
0.0353793, -0.0114137, 0.04275, -0.0493477, 1.026, 0.5040283, 1.026, -0.2269897, 1.026, -0.5844727, 1.026, 0.5939941
0.0358448, -0.0120851, 0.0433125, -0.0261845, 1.0395, 0.5095215, 1.0395, -0.2238159, 1.0395, -0.5776367, 1.0395, 0.597229
0.0363103, -0.0105745, 0.043875, -0.0231632, 1.053, 0.5119629, 1.053, -0.2219238, 1.053, -0.5744019, 1.053, 0.598877
0.0367759, -0.0102388, 0.0444375, -0.0241703, 1.0665, 0.5166626, 1.0665, -0.2174683, 1.0665, -0.5682373, 1.0665, 0.602356
0.0372414, -0.0119173, 0.045, -0.0248417, 1.08, 0.519165, 1.08, -0.2151489, 1.08, -0.5650024, 1.08, 0.604126
0.0377069, -0.0130922, 0.0455625, -0.027863, 1.0935, 0.5217285, 1.0935, -0.2129517, 1.0935, -0.5617065, 1.0935, 0.6057739
0.0381724, -0.0125887, 0.046125, -0.027863, 1.107, 0.5274048, 1.107, -0.2087402, 1.107, -0.5543823, 1.107, 0.6090698
0.0386379, -0.0109102, 0.0466875, -0.0258488, 1.1205, 0.5304565, 1.1205, -0.206604, 1.1205, -0.550354, 1.1205, 0.6107178
0.0391034, -0.0099031, 0.04725, -0.0261845, 1.134, 0.5369873, 1.134, -0.2018433, 1.134, -0.5419922, 1.134, 0.6141357
0.039569, -0.0107424, 0.0478125, -0.0248417, 1.1475, 0.5404053, 1.1475, -0.199585, 1.1475, -0.5374146, 1.1475, 0.6159058
0.0400345, -0.0119173, 0.048375, -0.0218204, 1.161, 0.5439453, 1.161, -0.1971436, 1.161, -0.5326538, 1.161, 0.6176758
0.0405, -0.0117494, 0.0489375, -0.0140993, 1.1745, 0.5510254, 1.1745, -0.1920776, 1.1745, -0.5231934, 1.1745, 0.6210938
0.0409655, -0.0105745, 0.0495, -0.0063783, 1.188, 0.5547485, 1.188, -0.1896973, 1.188, -0.5179443, 1.188, 0.6229248
0.041431, -0.0104067, 0.0500625, -0.0016785, 1.2015, 0.5628662, 1.2015, -0.1844482, 1.2015, -0.5061035, 1.2015, 0.6268921
0.0418966, -0.0102388, 0.050625, 0.0030213, 1.215, 0.5672607, 1.215, -0.1817017, 1.215, -0.4996338, 1.215, 0.6289673
0.0423621, -0.0102388, 0.0511875, 0.0070497, 1.2285, 0.5717163, 1.2285, -0.1785889, 1.2285, -0.492981, 1.2285, 0.6310425
0.0428276, -0.0109102, 0.05175, 0.0077211, 1.242, 0.5803223, 1.242, -0.171936, 1.242, -0.4797363, 1.242, 0.6352539
0.0432931, -0.0119173, 0.0523125, 0.0050355, 1.2555, 0.5846558, 1.2555, -0.168457, 1.2555, -0.4730225, 1.2555, 0.637207
0.0437586, -0.0125887, 0.052875, -0.0016785, 1.269, 0.5939941, 1.269, -0.1622925, 1.269, -0.4581299, 1.269, 0.6410522
0.0442241, -0.0115816, 0.0534375, -0.0117494, 1.2825, 0.5986938, 1.2825, -0.1592407, 1.2825, -0.4500732, 1.2825, 0.6431274
0.0446897, -0.0093996, 0.054, -0.0167849, 1.296, 0.6035156, 1.296, -0.1560669, 1.296, -0.4418945, 1.296, 0.6450806
0.0451552, -0.0092317, 0.0545625, -0.0164492, 1.3095, 0.6132202, 1.3095, -0.149292, 1.3095, -0.4244385, 1.3095, 0.649231
0.0456207, -0.0104067, 0.055125, -0.0164492, 1.323, 0.617981, 1.323, -0.1456299, 1.323, -0.4154663, 1.323, 0.6513672
0.0460862, -0.0112459, 0.0556875, -0.0191348, 1.3365, 0.6227417, 1.3365, -0.1417847, 1.3365, -0.40625, 1.3365, 0.6535034
0.0465517, -0.0112459, 0.05625, -0.017792, 1.35, 0.6323242, 1.35, -0.1340942, 1.35, -0.3864136, 1.35, 0.657959
0.0470172, -0.0109102, 0.0568125, -0.0154421, 1.3635, 0.637085, 1.3635, -0.130127, 1.3635, -0.3760376, 1.3635, 0.6601562
0.0474828, -0.0112459, 0.057375, -0.0137636, 1.377, 0.6466675, 1.377, -0.1229858, 1.377, -0.3540649, 1.377, 0.6643677
0.0479483, -0.0124208, 0.0579375, -0.0117494, 1.3905, 0.651123, 1.3905, -0.1193848, 1.3905, -0.3428345, 1.3905, 0.6665039
0.0484138, -0.0140993, 0.0585, -0.0154421, 1.404, 0.6552124, 1.404, -0.1154785, 1.404, -0.3317261, 1.404, 0.6688232
0.0488793, -0.0162814, 0.0590625, -0.0198062, 1.4175, 0.6628418, 1.4175, -0.1070557, 1.4175, -0.3096313, 1.4175, 0.6732788
0.0493448, -0.0162814, 0.059625, -0.0184634, 1.431, 0.6663818, 1.431, -0.1030884, 1.431, -0.2983398, 1.431, 0.6755371
0.0498103, -0.014435, 0.0601875, -0.0184634, 1.4445, 0.6730957, 1.4445, -0.0946045, 1.4445, -0.2752075, 1.4445, 0.6798706
0.0502759, -0.012253, 0.06075, -0.0164492, 1.458, 0.6760254, 1.458, -0.0899658, 1.458, -0.2637329, 1.458, 0.6821289
0.0507414, -0.0104067, 0.0613125, -0.0124208, 1.4715, 0.678833, 1.4715, -0.0852051, 1.4715, -0.2521362, 1.4715, 0.6843872
0.0512069, -0.0092317, 0.061875, -0.0157778, 1.485, 0.6831055, 1.485, -0.0736084, 1.485, -0.2301636, 1.485, 0.689209
0.0516724, -0.0105745, 0.0624375, -0.0191348, 1.4985, 0.6847534, 1.4985, -0.0668335, 1.4985, -0.2194824, 1.4985, 0.6917114
0.0521379, -0.012253, 0.063, -0.0224918, 1.512, 0.6873779, 1.512, -0.0525513, 1.512, -0.197998, 1.512, 0.6967773
0.0526034, -0.0117494, 0.0635625, -0.0251774, 1.5255, 0.6873779, 1.5255, -0.0440063, 1.5255, -0.1879883, 1.5255, 0.7001343
0.053069, -0.0115816, 0.064125, -0.0261845, 1.539, 0.6870728, 1.539, -0.0350342, 1.539, -0.1783447, 1.539, 0.7034912
0.0535345, -0.0109102, 0.0646875, -0.0292058, 1.5525, 0.6860352, 1.5525, -0.0165405, 1.5525, -0.1586304, 1.5525, 0.7098389
0.054, -0.0105745, 0.06525, -0.0298772, 1.566, 0.6851807, 1.566, -0.0071411, 1.566, -0.1486206, 1.566, 0.7130127
0.0544655, -0.0102388, 0.0658125, -0.0231632, 1.5795, 0.6841431, 1.5795, 0.0028076, 1.5795, -0.138855, 1.5795, 0.7160034
0.054931, -0.0102388, 0.066375, -0.0181277, 1.593, 0.6813965, 1.593, 0.0239868, 1.593, -0.1196899, 1.593, 0.7216797
0.0553966, -0.0109102, 0.0669375, -0.0151064, 1.6065, 0.6796265, 1.6065, 0.0348511, 1.6065, -0.1106567, 1.6065, 0.7243042
0.0558621, -0.0117494, 0.0675, -0.0070497, 1.62, 0.6755371, 1.62, 0.0581055, 1.62, -0.09375, 1.62, 0.7290039
0.0563276, -0.012253, 0.0680625, -0.0043641, 1.6335, 0.6734009, 1.6335, 0.0706177, 1.6335, -0.0853271, 1.6335, 0.730896
0.0567931, -0.0117494, 0.068625, -0.0137636, 1.647, 0.6710815, 1.647, 0.0826416, 1.647, -0.0767822, 1.647, 0.7327881
0.0572586, -0.012253, 0.0691875, -0.0271916, 1.6605, 0.6663818, 1.6605, 0.1065063, 1.6605, -0.0588989, 1.6605, 0.7355957
0.0577241, -0.0115816, 0.06975, -0.0382696, 1.674, 0.6638794, 1.674, 0.1190186, 1.674, -0.0499878, 1.674, 0.7366333
0.0581897, -0.0109102, 0.0703125, -0.0396124, 1.6875, 0.6585083, 1.6875, 0.1437378, 1.6875, -0.0315552, 1.6875, 0.7380371
0.0586552, -0.0115816, 0.070875, -0.0328985, 1.701, 0.6556396, 1.701, 0.1565552, 1.701, -0.022644, 1.701, 0.7383423
0.0591207, -0.0115816, 0.0714375, -0.0305486, 1.7145, 0.65271, 1.7145, 0.1703491, 1.7145, -0.0144653, 1.7145, 0.7380371
0.0595862, -0.0114137, 0.072, -0.0302129, 1.728, 0.6466064, 1.728, 0.1990356, 1.728, 0.0010986, 1.728, 0.7364502
0.0600517, -0.0119173, 0.0725625, -0.027863, 1.7415, 0.6434937, 1.7415, 0.2144165, 1.7415, 0.0079346, 1.7415, 0.7348022
0.0605172, -0.012253, 0.073125, -0.024506, 1.755, 0.6370239, 1.755, 0.2452393, 1.755, 0.0213623, 1.755, 0.7305298
0.0609828, -0.0109102, 0.0736875, -0.027863, 1.7685, 0.633728, 1.7685, 0.2606201, 1.7685, 0.0280151, 1.7685, 0.7277832
0.0614483, -0.008896, 0.07425, -0.0352483, 1.782, 0.6306152, 1.782, 0.2752075, 1.782, 0.0352783, 1.782, 0.7247925
0.0619138, -0.0095674, 0.0748125, -0.0426337, 1.7955, 0.6248169, 1.7955, 0.3058472, 1.7955, 0.0505371, 1.7955, 0.7166138
0.0623793, -0.0097353, 0.075375, -0.0533761, 1.809, 0.6219482, 1.809, 0.3200684, 1.809, 0.0588379, 1.809, 0.7122803
0.0628448, -0.0095674, 0.0759375, -0.0580758, 1.8225, 0.6155396, 1.8225, 0.3447876, 1.8225, 0.0794678, 1.8225, 0.7042236
0.0633103, -0.0104067, 0.0765, -0.0540475, 1.836, 0.6119385, 1.836, 0.3564453, 1.836, 0.0909424, 1.836, 0.7001343
0.0637759, -0.0117494, 0.0770625, -0.0473335, 1.8495, 0.6085815, 1.8495, 0.3687134, 1.8495, 0.1011963, 1.8495, 0.6953125
0.0642414, -0.0107424, 0.077625, -0.0372625, 1.863, 0.6012573, 1.863, 0.3915405, 1.863, 0.1221313, 1.863, 0.68573
0.0647069, -0.0087282, 0.0781875, -0.0298772, 1.8765, 0.5973511, 1.8765, 0.4016724, 1.8765, 0.1330566, 1.8765, 0.6812744
0.0651724, -0.008896, 0.07875, -0.027863, 1.89, 0.5927734, 1.89, 0.4106445, 1.89, 0.1445923, 1.89, 0.6775513
0.0656379, -0.0105745, 0.0793125, -0.0271916, 1.9035, 0.5836182, 1.9035, 0.4284058, 1.9035, 0.166748, 1.9035, 0.6693726
0.0661034, -0.0115816, 0.079875, -0.0281987, 1.917, 0.5787354, 1.917, 0.4365234, 1.917, 0.1776733, 1.917, 0.6655273
0.066569, -0.0102388, 0.0804375, -0.0258488, 1.9305, 0.5698242, 1.9305, 0.4528809, 1.9305, 0.1973267, 1.9305, 0.6566772
0.0670345, -0.0097353, 0.081, -0.0218204, 1.944, 0.5651855, 1.944, 0.4605713, 1.944, 0.2063599, 1.944, 0.6525879
0.0675, -0.0099031, 0.0815625, -0.0201419, 1.9575, 0.56073, 1.9575, 0.4679565, 1.9575, 0.2149048, 1.9575, 0.6483765
0.0679655, -0.0109102, 0.082125, -0.0204776, 1.971, 0.552063, 1.971, 0.4821777, 1.971, 0.2304077, 1.971, 0.6400146
0.068431, -0.0099031, 0.0826875, -0.0224918, 1.9845, 0.5477905, 1.9845, 0.4889526, 1.9845, 0.2373657, 1.9845, 0.6359863
0.0688966, -0.0082246, 0.08325, -0.024506, 1.998, 0.5440063, 1.998, 0.4949341, 1.998, 0.2437744, 1.998, 0.6322021
0.0693621, -0.0072175, 0.0838125, -0.0228275, 2.0115, 0.5370483, 2.0115, 0.505249, 2.0115, 0.2546387, 2.0115, 0.6256714
0.0698276, -0.0083925, 0.084375, -0.0208133, 2.025, 0.5338745, 2.025, 0.5097656, 2.025, 0.2590942, 2.025, 0.6229248
0.0702931, -0.0099031, 0.0849375, -0.0198062, 2.0385, 0.5278931, 2.0385, 0.5159302, 2.0385, 0.267395, 2.0385, 0.6193237
0.0707586, -0.0082246, 0.0855, -0.0174563, 2.052, 0.5256958, 2.052, 0.5184937, 2.052, 0.2703247, 2.052, 0.6177979
0.0712241, -0.0063783, 0.0860625, -0.0124208, 2.0655, 0.5232544, 2.0655, 0.5241699, 2.0655, 0.2718506, 2.0655, 0.6144409
0.0716897, -0.0072175, 0.086625, -0.0050355, 2.079, 0.5223389, 2.079, 0.5258179, 2.079, 0.2720337, 2.079, 0.6137695
0.0721552, -0.0095674, 0.0871875, 0.0010071, 2.0925, 0.5213013, 2.0925, 0.5266724, 2.0925, 0.2718506, 2.0925, 0.6139526
0.0726207, -0.0095674, 0.08775, -0.0070497, 2.106, 0.5192871, 2.106, 0.5258179, 2.106, 0.2714233, 2.106, 0.6165771
0.0730862, -0.0104067, 0.0883125, -0.0298772, 2.1195, 0.5185547, 2.1195, 0.524292, 2.1195, 0.2709961, 2.1195, 0.6186523
0.0735517, -0.010071, 0.088875, -0.0439765, 2.133, 0.5186157, 2.133, 0.5231323, 2.133, 0.2692871, 2.133, 0.6203613
0.0740172, -0.0085603, 0.0894375, -0.0359197, 2.1465, 0.519104, 2.1465, 0.5189819, 2.1465, 0.2631836, 2.1465, 0.6259766
0.0744828, -0.0075532, 0.09, -0.0228275, 2.16, 0.5211182, 2.16, 0.5168457, 2.16, 0.2576294, 2.16, 0.628479
0.0749483, -0.0075532, 0.0905625, -0.0151064, 2.1735, 0.526062, 2.1735, 0.512146, 2.1735, 0.2442017, 2.1735, 0.6335449
0.0754138, -0.0058747, 0.091125, 0.0010071, 2.187, 0.5293579, 2.187, 0.5097046, 2.187, 0.2364502, 2.187, 0.6356812
0.0758793, -0.0057069, 0.0916875, 0.0251774, 2.2005, 0.5328979, 2.2005, 0.506958, 2.2005, 0.2285156, 2.2005, 0.6378174
0.0763448, -0.0075532, 0.09225, 0.0399481, 2.214, 0.5396729, 2.214, 0.5010376, 2.214, 0.2136841, 2.214, 0.6419067
0.0768103, -0.0099031, 0.0928125, 0.0332341, 2.2275, 0.5432129, 2.2275, 0.4973755, 2.2275, 0.206665, 2.2275, 0.644104
0.0772759, -0.0105745, 0.093375, 0.006714, 2.241, 0.5507202, 2.241, 0.4899902, 2.241, 0.1929321, 2.241, 0.647644
0.0777414, -0.0097353, 0.0939375, -0.024506, 2.2545, 0.5542603, 2.2545, 0.4854126, 2.2545, 0.1864014, 2.2545, 0.6499023
0.0782069, -0.0085603, 0.0945, -0.0453193, 2.268, 0.5574951, 2.268, 0.4802856, 2.268, 0.1801758, 2.268, 0.652771
0.0786724, -0.0083925, 0.0950625, -0.0691539, 2.2815, 0.5636597, 2.2815, 0.468811, 2.2815, 0.1682129, 2.2815, 0.6589355
0.0791379, -0.0093996, 0.095625, -0.1060807, 2.295, 0.5668945, 2.295, 0.4633179, 2.295, 0.1619263, 2.295, 0.6616211
0.0796034, -0.0083925, 0.0961875, -0.1352865, 2.3085, 0.5731812, 2.3085, 0.4535522, 2.3085, 0.1483154, 2.3085, 0.6661377
0.080069, -0.0082246, 0.09675, -0.1309224, 2.322, 0.5761108, 2.322, 0.4483032, 2.322, 0.1419678, 2.322, 0.6685791
0.0805345, -0.0082246, 0.0973125, -0.0929885, 2.3355, 0.5788574, 2.3355, 0.4422607, 2.3355, 0.1362305, 2.3355, 0.6713867
0.081, -0.0072175, 0.097875, -0.0527047, 2.349, 0.585083, 2.349, 0.4326172, 2.349, 0.1223145, 2.349, 0.6749878
0.0814655, -0.0065461, 0.0984375, -0.0238346, 2.3625, 0.5878906, 2.3625, 0.4275513, 2.3625, 0.1160889, 2.3625, 0.6768799
0.081931, -0.0068818, 0.099, -0.0060426, 2.376, 0.5941162, 2.376, 0.4182739, 2.376, 0.1026001, 2.376, 0.6793823
0.0823966, -0.008896, 0.0995625, 0.0043641, 2.3895, 0.5973511, 2.3895, 0.4140015, 2.3895, 0.0952759, 2.3895, 0.6801758
0.0828621, -0.0099031, 0.100125, 0.010071, 2.403, 0.6000977, 2.403, 0.4083252, 2.403, 0.0892944, 2.403, 0.6820679
0.0833276, -0.0092317, 0.1006875, 0.0140993, 2.4165, 0.6049194, 2.4165, 0.3977661, 2.4165, 0.0767822, 2.4165, 0.6854858
