Application:, Trigno Discover (1.7.0)
Date/Time:, 11/4/2024 11:12:31 AM
Collection Length (seconds):, 31.8195
Avanti Sensor 0 (64624), , Avanti Sensor 2 (64680)
sensor mode: 40, , sensor mode: 66
EMG 1 Time Series (s), EMG 1 (mV), EMG 1 Time Series (s), EMG 1 (mV), ORIENTATION W Time Series (s), ORIENTATION W (Quaternions), ORIENTATION X Time Series (s), ORIENTATION X (Quaternions), ORIENTATION Y Time Series (s), ORIENTATION Y (Quaternions), ORIENTATION Z Time Series (s), ORIENTATION Z (Quaternions)
, 2148.1481 Hz, , 1777.7778 Hz, , 74.0741 Hz, , 74.0741 Hz, , 74.0741 Hz, , 74.0741 Hz
9.0045, 0.0679789, 10.8804375, -0.1654994, , , , , , , , 
9.0049655, 0.0951705, 10.881, -0.1010452, , , , , , , , 
9.005431, 0.1290761, 10.8815625, -0.0513619, , , , , , , , 
9.0058966, 0.1540856, 10.882125, -0.0171206, , , , , , , , 
9.0063621, 0.1594568, 10.8826875, 0.0023499, , , , , , , , 
9.0068276, 0.1418326, 10.88325, 0.0181277, , , , , , , , 
9.0072931, 0.1042344, 10.8838125, 0.0228275, , , , , , , , 
9.0077586, 0.0706645, 10.884375, 0.0140993, , , , , , , , 
9.0082241, 0.0433051, 10.8849375, 0.0097353, , , , , , , , 
9.0086897, 0.0276951, 10.8855, 0.0050355, , , , , , , , 
9.0091552, 0.0501869, 10.8860625, 0.0036927, , , , , , , , 
9.0096207, 0.1181659, 10.886625, 0.0258488, , , , , , , , 
9.0100862, 0.1804379, 10.8871875, 0.0372625, , , , , , , , 
9.0105517, 0.1864805, 10.88775, 0.0332341, , , , , , , , 
9.0110172, 0.1341115, 10.8883125, 0.0292058, , , , , , , , 
9.0114828, 0.0522011, 10.888875, 0.0167849, , , , , , , , 
9.0119483, -0.0261845, 10.8894375, 0.0191348, , , , , , , , 
9.0124138, -0.0827497, 10.89, 0.0251774, , , , , , , , 
9.0128793, -0.117998, 10.8905625, 0.0218204, , , , , , , , 
9.0133448, -0.1352865, 10.891125, 0.0191348, , , , , , , , 
9.0138103, -0.1351186, 10.8916875, 0.0124208, , , , , , , , 
9.0142759, -0.1220264, 10.89225, 0.0127565, , , , , , , , 
9.0147414, -0.1082628, 10.8928125, 0.0251774, , , , , , , , 
9.0152069, -0.1008774, 10.893375, 0.0298772, , , , , , , , 
9.0156724, -0.0961776, 10.8939375, 0.0231632, , , , , , , , 
9.0161379, -0.0899672, 10.8945, 0.0134279, , , , , , , , 
9.0166034, -0.0815747, 10.8950625, 0.0057069, , , , , , , , 
9.017069, -0.0721752, 10.895625, -0.0003357, , , , , , , , 
9.0175345, -0.0657969, 10.8961875, -0.0151064, , , , , , , , 
9.018, -0.0683146, 10.89675, -0.0157778, , , , , , , , 
9.0184655, -0.0874495, 10.8973125, -0.0057069, , , , , , , , 
9.018931, -0.1176623, 10.897875, -0.003357, , , , , , , , 
9.0193966, -0.1265583, 10.8984375, -0.0030213, , , , , , , , 
9.0198621, -0.1163195, 10.899, -0.0104067, , , , , , , , 
9.0203276, -0.1263905, 10.8995625, -0.0184634, , , , , , , , 
9.0207931, -0.1243763, 10.900125, 0.0023499, , , , , , , , 
9.0212586, -0.0589151, 10.9006875, 0.0439765, , , , , , , , 
9.0217241, 0.0614328, 10.90125, 0.0929885, , , , , , , , 
9.0221897, 0.1717098, 10.9018125, 0.1205158, , , , , , , , 
9.0226552, 0.1989014, 10.902375, 0.1037308, , , , , , , , 
9.0231207, 0.1320974, 10.9029375, 0.0782177, , , , , , , , 
9.0235862, 0.0315557, 10.9035, 0.0372625, , , , , , , , 
9.0240517, -0.0473335, 10.9040625, -0.0251774, , , , , , , , 
9.0245172, -0.0874495, 10.904625, -0.0970169, , , , , , , , 
9.0249828, -0.0950027, 10.9051875, -0.154757, , , , , , , , 
9.0254483, -0.0819104, 10.90575, -0.1752346, , , , , , , , 
9.0259138, -0.0530404, 10.9063125, -0.1399863, , , , , , , , 
9.0263793, -0.0102388, 10.906875, -0.0876173, , , , , , , , 
9.0268448, 0.0352483, 10.9074375, -0.0587472, , , , , , , , 
9.0273103, 0.0679789, 10.908, -0.056733, , , , , , , , 
9.0277759, 0.0817426, 10.9085625, -0.0610971, , , , , , , , 
9.0282414, 0.0783856, 10.909125, -0.0614328, , , , , , , , 
9.0287069, 0.0622721, 10.9096875, -0.0731823, , , , , , , , 
9.0291724, 0.0428016, 10.91025, -0.073518, , , , , , , , 
9.0296379, 0.0250095, 10.9108125, -0.0560616, , , , , , , , 
9.0301034, 0.0095674, 10.911375, -0.042298, , , , , , , , 
9.030569, -0.0015106, 10.9119375, -0.0339055, , , , , , , , 
9.0310345, -0.0082246, 10.9125, -0.0359197, , , , , , , , 
9.0315, -0.0149386, 10.9130625, -0.0345769, , , , , , , , 
9.0319655, -0.023331, 10.913625, -0.0137636, , , , , , , , 
9.032431, -0.0323949, 10.9141875, -0.0063783, , , , , , , , 
9.0328966, -0.0382696, 10.91475, -0.0134279, , , , , , , , 
9.0333621, -0.0404517, 10.9153125, -0.0124208, , , , , , , , 
9.0338276, -0.0370947, 10.915875, -0.0020142, , , , , , , , 
9.0342931, -0.0276951, 10.9164375, 0.0426337, , , , , , , , 
9.0347586, -0.0152743, 10.917, 0.0876173, , , , , , , , 
9.0352241, -0.0028534, 10.9175625, 0.1050736, , , , , , , , 
9.0356897, 0.0109102, 10.918125, 0.1258869, , , , , , , , 
9.0361552, 0.023331, 10.9186875, 0.119173, , , , , , , , 
9.0366207, 0.0293736, 10.91925, 0.0614328, , , , , , , , 
9.0370862, 0.0325628, 10.9198125, -0.0224918, , , , , , , , 
9.0375517, 0.036759, 10.920375, -0.1211872, , , , , , , , 
9.0380172, 0.0409552, 10.9209375, -0.2155184, , , , , , , , 
9.0384828, 0.0426337, 10.9215, -0.2997787, , , , , , , , 
9.0389483, 0.0428016, 10.9220625, -0.3326772, , , , , , , , 
9.0394138, 0.0419623, 10.922625, -0.2561379, , , , , , , , 
9.0398793, 0.0374304, 10.9231875, -0.1319295, , , , , , , , 
9.0403448, 0.0302129, 10.92375, -0.017792, , , , , , , , 
9.0408103, 0.0226596, 10.9243125, 0.0641184, , , , , , , , 
9.0412759, 0.0152743, 10.924875, 0.0986954, , , , , , , , 
9.0417414, 0.0095674, 10.9254375, 0.0953384, , , , , , , , 
9.0422069, 0.0058747, 10.926, 0.0661326, , , , , , , , 
9.0426724, 0.0035248, 10.9265625, 0.0305486, , , , , , , , 
9.0431379, -0.0005035, 10.927125, 0.0433051, , , , , , , , 
9.0436034, -0.0026856, 10.9276875, 0.1074235, , , , , , , , 
9.044069, -0.0031891, 10.92825, 0.2030976, , , , , , , , 
9.0445345, -0.0052033, 10.9288125, 0.2615091, , , , , , , , 
9.045, -0.006714, 10.929375, 0.2010834, , , , , , , , 
9.0454655, -0.0073854, 10.9299375, 0.0627756, , , , , , , , 
9.045931, -0.0102388, 10.9305, -0.0715038, , , , , , , , 
9.0463966, -0.0152743, 10.9310625, -0.1886625, , , , , , , , 
9.0468621, -0.0203098, 10.931625, -0.2863508, , , , , , , , 
9.0473276, -0.0265202, 10.9321875, -0.351812, , , , , , , , 
9.0477931, -0.0340734, 10.93275, -0.3132067, , , , , , , , 
9.0482586, -0.0414588, 10.9333125, -0.1916838, , , , , , , , 
9.0487241, -0.0480049, 10.933875, -0.1040665, , , , , , , , 
9.0491897, -0.0535439, 10.9344375, -0.0527047, , , , , , , , 
9.0496552, -0.0562295, 10.935, -0.027863, , , , , , , , 
9.0501207, -0.057908, 10.9355625, -0.0466621, , , , , , , , 
9.0505862, -0.0589151, 10.936125, -0.0976883, , , , , , , , 
9.0510517, -0.0557259, 10.9366875, -0.1470359, , , , , , , , 
9.0515172, -0.0501869, 10.93725, -0.1493858, , , , , , , , 
9.0519828, -0.0454871, 10.9378125, -0.112459, , , , , , , , 
9.0524483, -0.040116, 10.938375, -0.0849317, , , , , , , , 
9.0529138, -0.0313878, 10.9389375, -0.063447, , , , , , , , 
9.0533793, -0.0216526, 10.9395, -0.0480049, , , , , , , , 
9.0538448, -0.0152743, 10.9400625, -0.0349126, , , , , , , , 
9.0543103, -0.0107424, 10.940625, -0.0020142, , , , , , , , 
9.0547759, -0.0063783, 10.9411875, 0.0265202, , , , , , , , 
9.0552414, -0.0041962, 10.94175, 0.0234989, , , , , , , , 
9.0557069, -0.0028534, 10.9423125, 0.0010071, , , , , , , , 
9.0561724, -0.0008392, 10.942875, -0.0265202, , , , , , , , 
9.0566379, 0.0005035, 10.9434375, -0.0288701, , , , , , , , 
9.0571034, 0.0011749, 10.944, -0.0087282, , , , , , , , 
9.057569, 0.0025177, 10.9445625, 0.0171206, , , , , , , , 
9.0580345, 0.002182, 10.945125, 0.0325628, , , , , , , , 
9.0585, -0.0001678, 10.9456875, 0.027863, , , , , , , , 
9.0589655, -0.0028534, 10.94625, 0.0258488, , , , , , , , 
9.059431, -0.0023499, 10.9468125, 0.0315557, , , , , , , , 
9.0598966, 0.0010071, 10.947375, 0.0275273, , , , , , , , 
9.0603621, 0.0038605, 10.9479375, 0.0204776, , , , , , , , 
9.0608276, 0.0065461, 10.9485, 0.0181277, , , , , , , , 
9.0612931, 0.0078889, 10.9490625, 0.0218204, , , , , , , , 
9.0617586, 0.0052033, 10.949625, 0.0251774, , , , , , , , 
9.0622241, 0.0011749, 10.9501875, 0.0090639, , , , , , , , 
9.0626897, -0.0139315, 10.95075, -0.0104067, , , , , , , , 
9.0631552, -0.079057, 10.9513125, -0.0352483, , , , , , , , 
9.0636207, -0.1592889, 10.951875, -0.0557259, , , , , , , , 
9.0640862, -0.1606317, 10.9524375, -0.0416266, , , , , , , , 
9.0645517, -0.054551, 10.953, -0.0218204, , , , , , , , 
9.0650172, 0.0782177, 10.9535625, -0.0251774, , , , , , , , 
9.0654828, 0.1366293, 10.954125, -0.0181277, , , , , , , , 
9.0659483, 0.0928206, 10.9546875, -0.0070497, , , , , , , , 
9.0664138, 0.0028534, 10.95525, -0.0016785, , , , , , , , 
9.0668793, -0.0495155, 10.9558125, 0.0010071, , , , , , , , 
9.0673448, -0.0453193, 10.956375, 0.0036927, , , , , , , , 
9.0678103, -0.0159457, 10.9569375, 0.0271916, , , , , , , , 
9.0682759, 0.0119173, 10.9575, 0.0486763, , , , , , , , 
9.0687414, 0.0297093, 10.9580625, 0.0439765, , , , , , , , 
9.0692069, 0.0394446, 10.958625, 0.0318914, , , , , , , , 
9.0696724, 0.0486763, 10.9591875, 0.0147707, , , , , , , , 
9.0701379, 0.0616007, 10.95975, -0.0050355, , , , , , , , 
9.0706034, 0.0750286, 10.9603125, -0.0191348, , , , , , , , 
9.071069, 0.0820783, 10.960875, -0.0439765, , , , , , , , 
9.0715345, 0.0787213, 10.9614375, -0.0718395, , , , , , , , 
9.072, 0.0676432, 10.962, -0.0899672, , , , , , , , 
9.0724655, 0.0558938, 10.9625625, -0.0829175, , , , , , , , 
9.072931, 0.0488441, 10.963125, -0.052369, , , , , , , , 
9.0733966, 0.0468299, 10.9636875, -0.0057069, , , , , , , , 
9.0738621, 0.0475013, 10.96425, 0.0476692, , , , , , , , 
9.0743276, 0.047837, 10.9648125, 0.0832532, , , , , , , , 
9.0747931, 0.0307164, 10.965375, 0.0698253, , , , , , , , 
9.0752586, -0.0095674, 10.9659375, 0.0332341, , , , , , , , 
9.0757241, -0.0394446, 10.9665, -0.0137636, , , , , , , , 
9.0761897, -0.0411231, 10.9670625, -0.0822461, , , , , , , , 
9.0766552, -0.027863, 10.967625, -0.1537499, , , , , , , , 
9.0771207, -0.0182956, 10.9681875, -0.2121614, , , , , , , , 
9.0775862, -0.023331, 10.96875, -0.2259251, , , , , , , , 
9.0780517, -0.0453193, 10.9693125, -0.190341, , , , , , , , 
9.0785172, -0.0751965, 10.969875, -0.1309224, , , , , , , , 
9.0789828, -0.1028916, 10.9704375, -0.066804, , , , , , , , 
9.0794483, -0.1334401, 10.971, -0.0359197, , , , , , , , 
9.0799138, -0.1572747, 10.9715625, -0.0359197, , , , , , , , 
9.0803793, -0.1515679, 10.972125, -0.0416266, , , , , , , , 
9.0808448, -0.112459, 10.9726875, -0.0560616, , , , , , , , 
9.0813103, -0.0616007, 10.97325, -0.066804, , , , , , , , 
9.0817759, -0.0240024, 10.9738125, -0.0533761, , , , , , , , 
9.0822414, -0.0070497, 10.974375, -0.0352483, , , , , , , , 
9.0827069, -0.0058747, 10.9749375, -0.0285344, , , , , , , , 
9.0831724, -0.0297093, 10.9755, -0.0322271, , , , , , , , 
9.0836379, -0.079057, 10.9760625, -0.0261845, , , , , , , , 
9.0841034, -0.0976883, 10.976625, -0.0043641, , , , , , , , 
9.084569, -0.0605936, 10.9771875, 0.0124208, , , , , , , , 
9.0850345, 0.0092317, 10.97775, 0.0510262, , , , , , , , 
9.0855, 0.0580758, 10.9783125, 0.1114519, , , , , , , , 
9.0859655, -0.0223239, 10.978875, 0.1359579, , , , , , , , 
9.086431, -0.1626459, 10.9794375, 0.1279011, , , , , , , , 
9.0868966, -0.2030976, 10.98, 0.1077592, , , , , , , , 
9.0873621, -0.0985275, 10.9805625, 0.073518, , , , , , , , 
9.0878276, 0.0850996, 10.981125, 0.0446479, , , , , , , , 
9.0882931, 0.244892, 10.9816875, 0.0104067, , , , , , , , 
9.0887586, 0.3080034, 10.98225, -0.0298772, , , , , , , , 
9.0892241, 0.269398, 10.9828125, -0.0433051, , , , , , , , 
9.0896897, 0.1745632, 10.983375, -0.0469978, , , , , , , , 
9.0901552, 0.0787213, 10.9839375, -0.0365911, , , , , , , , 
9.0906207, 0.0085603, 10.9845, -0.024506, , , , , , , , 
9.0910862, -0.0421302, 10.9850625, -0.0305486, , , , , , , , 
9.0915517, -0.0820783, 10.985625, -0.0409552, , , , , , , , 
9.0920172, -0.1049058, 10.9861875, -0.0553902, , , , , , , , 
9.0924828, -0.1037308, 10.98675, -0.0604257, , , , , , , , 
9.0929483, -0.0839246, 10.9873125, -0.0527047, , , , , , , , 
9.0934138, -0.0616007, 10.987875, -0.0396124, , , , , , , , 
9.0938793, -0.0458228, 10.9884375, -0.0271916, , , , , , , , 
9.0943448, -0.0407874, 10.989, -0.0191348, , , , , , , , 
9.0948103, -0.0438087, 10.9895625, -0.0171206, , , , , , , , 
9.0952759, -0.0461585, 10.990125, -0.0130922, , , , , , , , 
9.0957414, -0.0426337, 10.9906875, -0.0137636, , , , , , , , 
9.0962069, -0.0381018, 10.99125, 0.0020142, , , , , , , , 
9.0966724, -0.0421302, 10.9918125, 0.0305486, , , , , , , , 
9.0971379, -0.0538796, 10.992375, 0.0446479, , , , , , , , 
9.0976034, -0.0666361, 10.9929375, 0.0433051, , , , , , , , 
9.098069, -0.0809033, 10.9935, 0.027863, , , , , , , , 
9.0985345, -0.0943313, 10.9940625, 0.0013428, , , , , , , , 
9.099, -0.1008774, 10.994625, -0.0023499, , , , , , , , 
9.0994655, -0.096849, 10.9951875, -0.0127565, , , , , , , , 
9.099931, -0.0884565, 10.99575, -0.0345769, , , , , , , , 
9.1003966, -0.085771, 10.9963125, -0.0426337, , , , , , , , 
9.1008621, -0.085771, 10.996875, -0.0459907, , , , , , , , 
9.1013276, -0.0817426, 10.9974375, -0.0292058, , , , , , , , 
9.1017931, -0.0713359, 10.998, -0.0308843, , , , , , , , 
9.1022586, -0.054551, 10.9985625, -0.0782177, , , , , , , , 
9.1027241, -0.0525368, 10.999125, -0.1185016, , , , , , , , 
9.1031897, -0.1287404, 10.9996875, -0.115816, , , , , , , , 
9.1036552, -0.2239109, 11.00025, -0.0943313, , , , , , , , 
9.1041207, -0.2049439, 11.0008125, -0.0728466, , , , , , , , 
9.1045862, -0.0924849, 11.001375, -0.0688182, , , , , , , , 
9.1050517, 0.0135958, 11.0019375, -0.0728466, , , , , , , , 
9.1055172, 0.0827497, 11.0025, -0.0627756, , , , , , , , 
9.1059828, 0.1287404, 11.0030625, -0.0419623, , , , , , , , 
9.1064483, 0.1653315, 11.003625, -0.0231632, , , , , , , , 
9.1069138, 0.1928588, 11.0041875, -0.0234989, , , , , , , , 
9.1073793, 0.2000763, 11.00475, -0.0224918, , , , , , , , 
9.1078448, 0.178088, 11.0053125, -0.0198062, , , , , , , , 
9.1083103, 0.1366293, 11.005875, -0.0379339, , , , , , , , 
9.1087759, 0.0985275, 11.0064375, -0.0597543, , , , , , , , 
9.1092414, 0.0795605, 11.007, -0.0815747, , , , , , , , 
9.1097069, 0.0763714, 11.0075625, -0.0916457, , , , , , , , 
9.1101724, 0.079057, 11.008125, -0.0708324, , , , , , , , 
9.1106379, 0.0777142, 11.0086875, -0.0506905, , , , , , , , 
9.1111034, 0.0699931, 11.00925, -0.0473335, , , , , , , , 
9.111569, 0.0572366, 11.0098125, -0.0506905, , , , , , , , 
9.1120345, 0.0424659, 11.010375, -0.0580758, , , , , , , , 
9.1125, 0.0287022, 11.0109375, -0.0406195, , , , , , , , 
9.1129655, 0.017792, 11.0115, -0.0164492, , , , , , , , 
9.113431, 0.0085603, 11.0120625, -0.003357, , , , , , , , 
9.1138966, -0.0001678, 11.012625, 0.0023499, , , , , , , , 
9.1143621, -0.0065461, 11.0131875, -0.0050355, , , , , , , , 
9.1148276, -0.011078, 11.01375, -0.0083925, , , , , , , , 
9.1152931, -0.0166171, 11.0143125, 0.0060426, , , , , , , , 
9.1157586, -0.0219883, 11.014875, 0.0040284, , , , , , , , 
9.1162241, -0.0290379, 11.0154375, -0.0151064, , , , , , , , 
9.1166897, -0.0354162, 11.016, -0.0258488, , , , , , , , 
9.1171552, -0.0404517, 11.0165625, -0.027863, , , , , , , , 
9.1176207, -0.0431373, 11.017125, -0.0224918, , , , , , , , 
9.1180862, -0.0421302, 11.0176875, -0.0271916, , , , , , , , 
9.1185517, -0.0394446, 11.01825, -0.0238346, , , , , , , , 
9.1190172, -0.0381018, 11.0188125, -0.011078, , , , , , , , 
9.1194828, -0.0370947, 11.019375, -0.0023499, , , , , , , , 
9.1199483, -0.0340734, 11.0199375, 0.0030213, , , , , , , , 
9.1204138, -0.0276951, 11.0205, -0.0040284, , , , , , , , 
9.1208793, -0.0208133, 11.0210625, -0.0198062, , , , , , , , 
9.1213448, -0.0130922, 11.021625, -0.0117494, , , , , , , , 
9.1218103, -0.0075532, 11.0221875, 0.0013428, , , , , , , , 
9.1222759, -0.0058747, 11.02275, -0.0016785, , , , , , , , 
9.1227414, -0.0068818, 11.0233125, -0.0164492, , , , , , , , 
9.1232069, -0.0072175, 11.023875, -0.0379339, , , , , , , , 
9.1236724, -0.0135958, 11.0244375, -0.0302129, , , , , , , , 
9.1241379, -0.0223239, 11.025, 0.0114137, , , , , , , , 
9.1246034, -0.0224918, 11.0255625, 0.0641184, , , , , , , , 
9.125069, -0.0127565, 11.026125, 0.1117876, , , , , , , , 
9.1255345, 0.0020142, 11.0266875, 0.1366293, , , , , , , , 
9.126, 0.0137636, 11.02725, 0.1406577, , , , , , , , 
9.1264655, 0.018967, 11.0278125, 0.1339437, , , , , , , , 
9.126931, 0.0176242, 11.028375, 0.0976883, , , , , , , , 
9.1273966, 0.0083925, 11.0289375, 0.0251774, , , , , , , , 
9.1278621, -0.0095674, 11.0295, -0.0809033, , , , , , , , 
9.1283276, -0.0292058, 11.0300625, -0.193698, , , , , , , , 
9.1287931, -0.0431373, 11.030625, -0.2722515, , , , , , , , 
9.1292586, -0.0505226, 11.0311875, -0.3232776, , , , , , , , 
9.1297241, -0.0565652, 11.03175, -0.3125353, , , , , , , , 
9.1301897, -0.0642863, 11.0323125, -0.2323033, , , , , , , , 
9.1306552, -0.0716716, 11.032875, -0.1339437, , , , , , , , 
9.1311207, -0.0679789, 11.0334375, -0.0409552, , , , , , , , 
9.1315862, -0.0493477, 11.034, 0.0318914, , , , , , , , 
9.1320517, -0.0203098, 11.0345625, 0.06009, , , , , , , , 
9.1325172, 0.0107424, 11.035125, 0.0674754, , , , , , , , 
9.1329828, 0.0347448, 11.0356875, 0.0251774, , , , , , , , 
9.1334483, 0.0453193, 11.03625, -0.0466621, , , , , , , , 
9.1339138, 0.0481727, 11.0368125, -0.070161, , , , , , , , 
9.1343793, 0.0480049, 11.037375, -0.0315557, , , , , , , , 
9.1348448, 0.0307164, 11.0379375, 0.066804, , , , , , , , 
9.1353103, -0.0008392, 11.0385, 0.0956741, , , , , , , , 
9.1357759, -0.0181277, 11.0390625, 0.0392767, , , , , , , , 
9.1362414, -0.0115816, 11.039625, -0.0433051, , , , , , , , 
9.1367069, 0.0092317, 11.0401875, -0.1238727, , , , , , , , 
9.1371724, 0.0292058, 11.04075, -0.1930266, , , , , , , , 
9.1376379, 0.0374304, 11.0413125, -0.2598306, , , , , , , , 
9.1381034, 0.0318914, 11.041875, -0.2715801, , , , , , , , 
9.138569, 0.0186313, 11.0424375, -0.1748989, , , , , , , , 
9.1390345, 0.0065461, 11.043, -0.0359197, , , , , , , , 
9.1395, -0.0025177, 11.0435625, 0.0570687, , , , , , , , 
9.1399655, -0.0095674, 11.044125, 0.0876173, , , , , , , , 
9.140431, -0.0146029, 11.0446875, 0.0621042, , , , , , , , 
9.1408966, -0.0176242, 11.04525, 0.017792, , , , , , , , 
9.1413621, -0.0182956, 11.0458125, -0.0140993, , , , , , , , 
9.1418276, -0.0139315, 11.046375, -0.0513619, , , , , , , , 
9.1422931, -0.0052033, 11.0469375, -0.0792248, , , , , , , , 
9.1427586, -0.0149386, 11.0475, -0.0960098, , , , , , , , 
9.1432241, -0.0847639, 11.0480625, -0.1077592, , , , , , , , 
9.1436897, -0.1587854, 11.048625, -0.1000381, , , , , , , , 
9.1441552, -0.1512322, 11.0491875, -0.0963455, , , , , , , , 
9.1446207, -0.079057, 11.04975, -0.0654612, , , , , , , , 
9.1450862, -0.0028534, 11.0503125, -0.0097353, , , , , , , , 
9.1455517, 0.0562295, 11.050875, 0.0224918, , , , , , , , 
9.1460172, 0.0809033, 11.0514375, 0.0466621, , , , , , , , 
9.1464828, 0.0649577, 11.052, 0.0594186, , , , , , , , 
9.1469483, 0.0318914, 11.0525625, 0.0540475, , , , , , , , 
9.1474138, 0.0097353, 11.053125, 0.0412909, , , , , , , , 
9.1478793, 0.0072175, 11.0536875, 0.021149, , , , , , , , 
9.1483448, 0.0129244, 11.05425, 0.0151064, , , , , , , , 
9.1488103, 0.0132601, 11.0548125, 0.027863, , , , , , , , 
9.1492759, -0.0052033, 11.055375, 0.0322271, , , , , , , , 
9.1497414, -0.0250095, 11.0559375, 0.0345769, , , , , , , , 
9.1502069, -0.023331, 11.0565, 0.0392767, , , , , , , , 
9.1506724, -0.003357, 11.0570625, 0.0386053, , , , , , , , 
9.1511379, 0.0193027, 11.057625, 0.0342412, , , , , , , , 
9.1516034, 0.0386053, 11.0581875, 0.0261845, , , , , , , , 
9.152069, 0.054551, 11.05875, 0.0480049, , , , , , , , 
9.1525345, 0.0649577, 11.0593125, 0.0862745, , , , , , , , 
9.153, 0.0562295, 11.059875, 0.1121233, , , , , , , , 
9.1534655, 0.0186313, 11.0604375, 0.1312581, , , , , , , , 
9.153931, -0.0404517, 11.061, 0.1164874, , , , , , , , 
9.1543966, -0.085771, 11.0615625, 0.0513619, , , , , , , , 
9.1548621, -0.0861067, 11.062125, -0.0016785, , , , , , , , 
9.1553276, -0.0354162, 11.0626875, -0.0365911, , , , , , , , 
9.1557931, 0.036759, 11.06325, -0.0765393, , , , , , , , 
9.1562586, 0.0911421, 11.0638125, -0.1067521, , , , , , , , 
9.1567241, 0.1045701, 11.064375, -0.1097734, , , , , , , , 
9.1571897, 0.0782177, 11.0649375, -0.076875, , , , , , , , 
9.1576552, 0.03122, 11.0655, -0.0292058, , , , , , , , 
9.1581207, -0.0166171, 11.0660625, -0.0057069, , , , , , , , 
9.1585862, -0.0520333, 11.066625, -0.0171206, , , , , , , , 
9.1590517, -0.0800641, 11.0671875, -0.0654612, , , , , , , , 
9.1595172, -0.1055772, 11.06775, -0.1037308, , , , , , , , 
9.1599828, -0.1237049, 11.0683125, -0.0950027, , , , , , , , 
9.1604483, -0.1287404, 11.068875, -0.0661326, , , , , , , , 
9.1609138, -0.1210193, 11.0694375, -0.0433051, , , , , , , , 
9.1613793, -0.1030594, 11.07, -0.0339055, , , , , , , , 
9.1618448, -0.0713359, 11.0705625, -0.0325628, , , , , , , , 
9.1623103, -0.043473, 11.071125, -0.0392767, , , , , , , , 
9.1627759, -0.0404517, 11.0716875, -0.0560616, , , , , , , , 
9.1632414, -0.0461585, 11.07225, -0.0506905, , , , , , , , 
9.1637069, -0.0943313, 11.0728125, -0.0281987, , , , , , , , 
9.1641724, -0.2046082, 11.073375, -0.021149, , , , , , , , 
9.1646379, -0.2381781, 11.0739375, -0.0231632, , , , , , , , 
9.1651034, -0.1332723, 11.0745, -0.0288701, , , , , , , , 
9.165569, 0.023331, 11.0750625, -0.0365911, , , , , , , , 
9.1660345, 0.144686, 11.075625, -0.0218204, , , , , , , , 
9.1665, 0.1963836, 11.0761875, -0.0083925, , , , , , , , 
9.1669655, 0.1649958, 11.07675, -0.0073854, , , , , , , , 
9.167431, 0.0817426, 11.0773125, -0.0070497, , , , , , , , 
9.1678966, 0.0025177, 11.077875, -0.0124208, , , , , , , , 
9.1683621, -0.0411231, 11.0784375, -0.003357, , , , , , , , 
9.1688276, -0.0522011, 11.079, 0.006714, , , , , , , , 
9.1692931, -0.047837, 11.0795625, 0.0020142, , , , , , , , 
9.1697586, -0.0374304, 11.080125, -0.0087282, , , , , , , , 
9.1702241, -0.0256809, 11.0806875, -0.0251774, , , , , , , , 
9.1706897, -0.0162814, 11.08125, -0.0359197, , , , , , , , 
9.1711552, -0.0129244, 11.0818125, -0.0325628, , , , , , , , 
9.1716207, -0.0125887, 11.082375, -0.0382696, , , , , , , , 
9.1720862, -0.0095674, 11.0829375, -0.0506905, , , , , , , , 
9.1725517, 0.0018463, 11.0835, -0.0587472, , , , , , , , 
9.1730172, 0.0194705, 11.0840625, -0.0654612, , , , , , , , 
9.1734828, 0.0328985, 11.084625, -0.0694896, , , , , , , , 
9.1739483, 0.0213169, 11.0851875, -0.0829175, , , , , , , , 
9.1744138, -0.0193027, 11.08575, -0.0862745, , , , , , , , 
9.1748793, -0.082414, 11.0863125, -0.0684825, , , , , , , , 
9.1753448, -0.1566033, 11.086875, -0.0419623, , , , , , , , 
9.1758103, -0.1740597, 11.0874375, -0.014435, , , , , , , , 
9.1762759, -0.1119554, 11.088, -0.0023499, , , , , , , , 
9.1767414, -0.0135958, 11.0885625, -0.0030213, , , , , , , , 
9.1772069, 0.0736858, 11.089125, 0.0050355, , , , , , , , 
9.1776724, 0.1279011, 11.0896875, -0.0030213, , , , , , , , 
9.1781379, 0.144686, 11.09025, -0.0224918, , , , , , , , 
9.1786034, 0.1310903, 11.0908125, -0.049012, , , , , , , , 
9.179069, 0.0975204, 11.091375, -0.0792248, , , , , , , , 
9.1795345, 0.0602579, 11.0919375, -0.0715038, , , , , , , , 
9.18, 0.0310521, 11.0925, -0.045655, , , , , , , , 
9.1804655, 0.0062104, 11.0930625, -0.0305486, , , , , , , , 
9.180931, -0.0186313, 11.093625, -0.0234989, , , , , , , , 
9.1813966, -0.040116, 11.0941875, -0.0325628, , , , , , , , 
9.1818621, -0.0513619, 11.09475, -0.0399481, , , , , , , , 
9.1823276, -0.0518654, 11.0953125, -0.0238346, , , , , , , , 
9.1827931, -0.0501869, 11.095875, -0.0218204, , , , , , , , 
9.1832586, -0.0537118, 11.0964375, -0.0392767, , , , , , , , 
9.1837241, -0.0704967, 11.097, -0.0459907, , , , , , , , 
9.1841897, -0.0944991, 11.0975625, -0.027863, , , , , , , , 
9.1846552, -0.1080949, 11.098125, 0.0140993, , , , , , , , 
