Application:, Trigno Discover (1.7.0)
Date/Time:, 11/4/2024 11:09:45 AM
Collection Length (seconds):, 32.0895
Avanti Sensor 0 (64624), , Avanti Sensor 2 (64680)
sensor mode: 40, , sensor mode: 66
EMG 1 Time Series (s), EMG 1 (mV), EMG 1 Time Series (s), EMG 1 (mV), ORIENTATION W Time Series (s), ORIENTATION W (Quaternions), ORIENTATION X Time Series (s), ORIENTATION X (Quaternions), ORIENTATION Y Time Series (s), ORIENTATION Y (Quaternions), ORIENTATION Z Time Series (s), ORIENTATION Z (Quaternions)
, 2148.1481 Hz, , 1777.7778 Hz, , 74.0741 Hz, , 74.0741 Hz, , 74.0741 Hz, , 74.0741 Hz
1.2541034, -0.0105745, 1.515375, -0.027863, , , , , , , , 
1.254569, -0.0102388, 1.5159375, -0.0271916, , , , , , , , 
1.2550345, -0.0105745, 1.5165, -0.0275273, , , , , , , , 
1.2555, -0.0112459, 1.5170625, -0.0285344, , , , , , , , 
1.2559655, -0.0109102, 1.517625, -0.0292058, , , , , , , , 
1.256431, -0.011078, 1.5181875, -0.0298772, , , , , , , , 
1.2568966, -0.012253, 1.51875, -0.0292058, , , , , , , , 
1.2573621, -0.0130922, 1.5193125, -0.0298772, , , , , , , , 
1.2578276, -0.0129244, 1.519875, -0.0302129, , , , , , , , 
1.2582931, -0.0129244, 1.5204375, -0.0288701, , , , , , , , 
1.2587586, -0.0119173, 1.521, -0.0295415, , , , , , , , 
1.2592241, -0.0109102, 1.5215625, -0.0288701, , , , , , , , 
1.2596897, -0.011078, 1.522125, -0.0265202, , , , , , , , 
1.2601552, -0.0114137, 1.5226875, -0.0292058, , , , , , , , 
1.2606207, -0.0105745, 1.52325, -0.03122, , , , , , , , 
1.2610862, -0.0102388, 1.5238125, -0.0305486, , , , , , , , 
1.2615517, -0.0115816, 1.524375, -0.0271916, , , , , , , , 
1.2620172, -0.0130922, 1.5249375, -0.0265202, , , , , , , , 
1.2624828, -0.0127565, 1.5255, -0.0271916, , , , , , , , 
1.2629483, -0.0104067, 1.5260625, -0.027863, , , , , , , , 
1.2634138, -0.0099031, 1.526625, -0.027863, , , , , , , , 
1.2638793, -0.011078, 1.5271875, -0.0285344, , , , , , , , 
1.2643448, -0.0124208, 1.52775, -0.0271916, , , , , , , , 
1.2648103, -0.0125887, 1.5283125, -0.0248417, , , , , , , , 
1.2652759, -0.0102388, 1.528875, -0.0265202, , , , , , , , 
1.2657414, -0.008896, 1.5294375, -0.0298772, , , , , , , , 
1.2662069, -0.0092317, 1.53, -0.0292058, , , , , , , , 
1.2666724, -0.0095674, 1.5305625, -0.0271916, , , , , , , , 
1.2671379, -0.008896, 1.531125, -0.0258488, , , , , , , , 
1.2676034, -0.0099031, 1.5316875, -0.0251774, , , , , , , , 
1.268069, -0.0099031, 1.53225, -0.0255131, , , , , , , , 
1.2685345, -0.0083925, 1.5328125, -0.0251774, , , , , , , , 
1.269, -0.0068818, 1.533375, -0.0258488, , , , , , , , 
1.2694655, -0.0077211, 1.5339375, -0.024506, , , , , , , , 
1.269931, -0.008896, 1.5345, -0.024506, , , , , , , , 
1.2703966, -0.010071, 1.5350625, -0.0251774, , , , , , , , 
1.2708621, -0.0099031, 1.535625, -0.0265202, , , , , , , , 
1.2713276, -0.0095674, 1.5361875, -0.0271916, , , , , , , , 
1.2717931, -0.0085603, 1.53675, -0.0261845, , , , , , , , 
1.2722586, -0.0085603, 1.5373125, -0.0251774, , , , , , , , 
1.2727241, -0.0097353, 1.537875, -0.0234989, , , , , , , , 
1.2731897, -0.0105745, 1.5384375, -0.0218204, , , , , , , , 
1.2736552, -0.0095674, 1.539, -0.0238346, , , , , , , , 
1.2741207, -0.0083925, 1.5395625, -0.0234989, , , , , , , , 
1.2745862, -0.0078889, 1.540125, -0.0224918, , , , , , , , 
1.2750517, -0.0083925, 1.5406875, -0.024506, , , , , , , , 
1.2755172, -0.0083925, 1.54125, -0.0251774, , , , , , , , 
1.2759828, -0.0068818, 1.5418125, -0.0255131, , , , , , , , 
1.2764483, -0.006714, 1.542375, -0.027863, , , , , , , , 
1.2769138, -0.0085603, 1.5429375, -0.0292058, , , , , , , , 
1.2773793, -0.010071, 1.5435, -0.0295415, , , , , , , , 
1.2778448, -0.0099031, 1.5440625, -0.0298772, , , , , , , , 
1.2783103, -0.0085603, 1.544625, -0.0285344, , , , , , , , 
1.2787759, -0.0083925, 1.5451875, -0.0292058, , , , , , , , 
1.2792414, -0.0087282, 1.54575, -0.0285344, , , , , , , , 
1.2797069, -0.008896, 1.5463125, -0.0271916, , , , , , , , 
1.2801724, -0.0102388, 1.546875, -0.0292058, , , , , , , , 
1.2806379, -0.012253, 1.5474375, -0.0271916, , , , , , , , 
1.2811034, -0.0146029, 1.548, -0.024506, , , , , , , , 
1.281569, -0.0151064, 1.5485625, -0.0271916, , , , , , , , 
1.2820345, -0.0139315, 1.549125, -0.0298772, , , , , , , , 
1.2825, -0.0112459, 1.5496875, -0.0305486, , , , , , , , 
1.2829655, -0.008896, 1.55025, -0.0302129, , , , , , , , 
1.283431, -0.0090639, 1.5508125, -0.0285344, , , , , , , , 
1.2838966, -0.0115816, 1.551375, -0.0271916, , , , , , , , 
1.2843621, -0.0117494, 1.5519375, -0.0271916, , , , , , , , 
1.2848276, -0.0097353, 1.5525, -0.0271916, , , , , , , , 
1.2852931, -0.0077211, 1.5530625, -0.0265202, , , , , , , , 
1.2857586, -0.0065461, 1.553625, -0.0271916, , , , , , , , 
1.2862241, -0.0072175, 1.5541875, -0.0275273, , , , , , , , 
1.2866897, -0.0082246, 1.55475, -0.0271916, , , , , , , , 
1.2871552, -0.008896, 1.5553125, -0.0258488, , , , , , , , 
1.2876207, -0.0092317, 1.555875, -0.024506, , , , , , , , 
1.2880862, -0.008896, 1.5564375, -0.0218204, , , , , , , , 
1.2885517, -0.008896, 1.557, -0.0218204, , , , , , , , 
1.2890172, -0.0102388, 1.5575625, -0.0238346, , , , , , , , 
1.2894828, -0.0109102, 1.558125, -0.024506, , , , , , , , 
1.2899483, -0.0115816, 1.5586875, -0.0271916, , , , , , , , 
1.2904138, -0.012253, 1.55925, -0.027863, , , , , , , , 
1.2908793, -0.012253, 1.5598125, -0.0265202, , , , , , , , 
1.2913448, -0.0112459, 1.560375, -0.0288701, , , , , , , , 
1.2918103, -0.0109102, 1.5609375, -0.0298772, , , , , , , , 
1.2922759, -0.0109102, 1.5615, -0.0298772, , , , , , , , 
1.2927414, -0.0095674, 1.5620625, -0.027863, , , , , , , , 
1.2932069, -0.0092317, 1.562625, -0.0271916, , , , , , , , 
1.2936724, -0.0115816, 1.5631875, -0.0295415, , , , , , , , 
1.2941379, -0.0152743, 1.56375, -0.03122, , , , , , , , 
1.2946034, -0.0166171, 1.5643125, -0.0285344, , , , , , , , 
1.295069, -0.0154421, 1.564875, -0.0271916, , , , , , , , 
1.2955345, -0.0149386, 1.5654375, -0.027863, , , , , , , , 
1.296, -0.0152743, 1.566, -0.0285344, , , , , , , , 
1.2964655, -0.0157778, 1.5665625, -0.027863, , , , , , , , 
1.296931, -0.0147707, 1.567125, -0.0275273, , , , , , , , 
1.2973966, -0.0129244, 1.5676875, -0.0298772, , , , , , , , 
1.2978621, -0.0119173, 1.56825, -0.0285344, , , , , , , , 
1.2983276, -0.011078, 1.5688125, -0.0275273, , , , , , , , 
1.2987931, -0.0092317, 1.569375, -0.0251774, , , , , , , , 
1.2992586, -0.0075532, 1.5699375, -0.0238346, , , , , , , , 
1.2997241, -0.0068818, 1.5705, -0.0231632, , , , , , , , 
1.3001897, -0.0068818, 1.5710625, -0.024506, , , , , , , , 
1.3006552, -0.0075532, 1.571625, -0.0234989, , , , , , , , 
1.3011207, -0.0082246, 1.5721875, -0.0221561, , , , , , , , 
1.3015862, -0.0092317, 1.57275, -0.0218204, , , , , , , , 
1.3020517, -0.008896, 1.5733125, -0.024506, , , , , , , , 
1.3025172, -0.0097353, 1.573875, -0.0271916, , , , , , , , 
1.3029828, -0.0109102, 1.5744375, -0.027863, , , , , , , , 
1.3034483, -0.0095674, 1.575, -0.0275273, , , , , , , , 
1.3039138, -0.0078889, 1.5755625, -0.0271916, , , , , , , , 
1.3043793, -0.006714, 1.576125, -0.0268559, , , , , , , , 
1.3048448, -0.0078889, 1.5766875, -0.0271916, , , , , , , , 
1.3053103, -0.0109102, 1.57725, -0.027863, , , , , , , , 
1.3057759, -0.0115816, 1.5778125, -0.0261845, , , , , , , , 
1.3062414, -0.0085603, 1.578375, -0.0251774, , , , , , , , 
1.3067069, -0.0057069, 1.5789375, -0.0271916, , , , , , , , 
1.3071724, -0.005539, 1.5795, -0.0265202, , , , , , , , 
1.3076379, -0.0068818, 1.5800625, -0.0251774, , , , , , , , 
1.3081034, -0.0087282, 1.580625, -0.0258488, , , , , , , , 
1.308569, -0.0082246, 1.5811875, -0.0285344, , , , , , , , 
1.3090345, -0.0072175, 1.58175, -0.0275273, , , , , , , , 
1.3095, -0.0075532, 1.5823125, -0.024506, , , , , , , , 
1.3099655, -0.008896, 1.582875, -0.0224918, , , , , , , , 
1.310431, -0.0090639, 1.5834375, -0.0234989, , , , , , , , 
1.3108966, -0.0082246, 1.584, -0.0258488, , , , , , , , 
1.3113621, -0.0072175, 1.5845625, -0.027863, , , , , , , , 
1.3118276, -0.0065461, 1.585125, -0.027863, , , , , , , , 
1.3122931, -0.0062104, 1.5856875, -0.0275273, , , , , , , , 
1.3127586, -0.0062104, 1.58625, -0.0275273, , , , , , , , 
1.3132241, -0.0048676, 1.5868125, -0.0288701, , , , , , , , 
1.3136897, -0.0045319, 1.587375, -0.0305486, , , , , , , , 
1.3141552, -0.0072175, 1.5879375, -0.0285344, , , , , , , , 
1.3146207, -0.008896, 1.5885, -0.0265202, , , , , , , , 
1.3150862, -0.0082246, 1.5890625, -0.0271916, , , , , , , , 
1.3155517, -0.0083925, 1.589625, -0.0288701, , , , , , , , 
1.3160172, -0.0085603, 1.5901875, -0.0302129, , , , , , , , 
1.3164828, -0.0072175, 1.59075, -0.0281987, , , , , , , , 
1.3169483, -0.0052033, 1.5913125, -0.0265202, , , , , , , , 
1.3174138, -0.0058747, 1.591875, -0.0265202, , , , , , , , 
1.3178793, -0.0092317, 1.5924375, -0.0265202, , , , , , , , 
1.3183448, -0.0102388, 1.593, -0.024506, , , , , , , , 
1.3188103, -0.0105745, 1.5935625, -0.0251774, , , , , , , , 
1.3192759, -0.0112459, 1.594125, -0.0265202, , , , , , , , 
1.3197414, -0.012253, 1.5946875, -0.0271916, , , , , , , , 
1.3202069, -0.0112459, 1.59525, -0.0271916, , , , , , , , 
1.3206724, -0.0102388, 1.5958125, -0.027863, , , , , , , , 
1.3211379, -0.0092317, 1.596375, -0.027863, , , , , , , , 
1.3216034, -0.0077211, 1.5969375, -0.0298772, , , , , , , , 
1.322069, -0.0078889, 1.5975, -0.03122, , , , , , , , 
1.3225345, -0.0090639, 1.5980625, -0.03122, , , , , , , , 
1.323, -0.0095674, 1.598625, -0.0285344, , , , , , , , 
1.3234655, -0.0102388, 1.5991875, -0.0285344, , , , , , , , 
1.323931, -0.0105745, 1.59975, -0.0275273, , , , , , , , 
1.3243966, -0.0090639, 1.6003125, -0.0271916, , , , , , , , 
1.3248621, -0.008896, 1.600875, -0.0285344, , , , , , , , 
1.3253276, -0.010071, 1.6014375, -0.0281987, , , , , , , , 
1.3257931, -0.0115816, 1.602, -0.0271916, , , , , , , , 
1.3262586, -0.0127565, 1.6025625, -0.0258488, , , , , , , , 
1.3267241, -0.0129244, 1.603125, -0.0248417, , , , , , , , 
1.3271897, -0.012253, 1.6036875, -0.0285344, , , , , , , , 
1.3276552, -0.0119173, 1.60425, -0.0285344, , , , , , , , 
1.3281207, -0.012253, 1.6048125, -0.0261845, , , , , , , , 
1.3285862, -0.0129244, 1.605375, -0.0255131, , , , , , , , 
1.3290517, -0.0115816, 1.6059375, -0.024506, , , , , , , , 
1.3295172, -0.0095674, 1.6065, -0.0238346, , , , , , , , 
1.3299828, -0.0095674, 1.6070625, -0.0258488, , , , , , , , 
1.3304483, -0.010071, 1.607625, -0.0251774, , , , , , , , 
1.3309138, -0.0105745, 1.6081875, -0.0265202, , , , , , , , 
1.3313793, -0.0105745, 1.60875, -0.0265202, , , , , , , , 
1.3318448, -0.011078, 1.6093125, -0.0261845, , , , , , , , 
1.3323103, -0.0112459, 1.609875, -0.0251774, , , , , , , , 
1.3327759, -0.0115816, 1.6104375, -0.024506, , , , , , , , 
1.3332414, -0.0139315, 1.611, -0.0241703, , , , , , , , 
1.3337069, -0.0162814, 1.6115625, -0.0251774, , , , , , , , 
1.3341724, -0.0162814, 1.612125, -0.0261845, , , , , , , , 
1.3346379, -0.0140993, 1.6126875, -0.0251774, , , , , , , , 
1.3351034, -0.0135958, 1.61325, -0.0238346, , , , , , , , 
1.335569, -0.0134279, 1.6138125, -0.0231632, , , , , , , , 
1.3360345, -0.012253, 1.614375, -0.024506, , , , , , , , 
1.3365, -0.011078, 1.6149375, -0.0258488, , , , , , , , 
1.3369655, -0.0112459, 1.6155, -0.0251774, , , , , , , , 
1.337431, -0.0109102, 1.6160625, -0.0231632, , , , , , , , 
1.3378966, -0.011078, 1.616625, -0.0234989, , , , , , , , 
1.3383621, -0.012253, 1.6171875, -0.0248417, , , , , , , , 
1.3388276, -0.0127565, 1.61775, -0.0228275, , , , , , , , 
1.3392931, -0.0132601, 1.6183125, -0.0218204, , , , , , , , 
1.3397586, -0.0130922, 1.618875, -0.0218204, , , , , , , , 
1.3402241, -0.0119173, 1.6194375, -0.0231632, , , , , , , , 
1.3406897, -0.0099031, 1.62, -0.0231632, , , , , , , , 
1.3411552, -0.0087282, 1.6205625, -0.0231632, , , , , , , , 
1.3416207, -0.0070497, 1.621125, -0.0218204, , , , , , , , 
1.3420862, -0.0057069, 1.6216875, -0.0231632, , , , , , , , 
1.3425517, -0.0057069, 1.62225, -0.0241703, , , , , , , , 
1.3430172, -0.0062104, 1.6228125, -0.024506, , , , , , , , 
1.3434828, -0.0057069, 1.623375, -0.0265202, , , , , , , , 
1.3439483, -0.0048676, 1.6239375, -0.027863, , , , , , , , 
1.3444138, -0.0068818, 1.6245, -0.03122, , , , , , , , 
1.3448793, -0.0092317, 1.6250625, -0.03122, , , , , , , , 
1.3453448, -0.0105745, 1.625625, -0.0285344, , , , , , , , 
1.3458103, -0.0099031, 1.6261875, -0.0258488, , , , , , , , 
1.3462759, -0.0085603, 1.62675, -0.024506, , , , , , , , 
1.3467414, -0.0068818, 1.6273125, -0.0258488, , , , , , , , 
1.3472069, -0.0057069, 1.627875, -0.0268559, , , , , , , , 
1.3476724, -0.0052033, 1.6284375, -0.0271916, , , , , , , , 
1.3481379, -0.0041962, 1.629, -0.0258488, , , , , , , , 
1.3486034, -0.0046998, 1.6295625, -0.024506, , , , , , , , 
1.349069, -0.0058747, 1.630125, -0.0238346, , , , , , , , 
1.3495345, -0.0072175, 1.6306875, -0.0271916, , , , , , , , 
1.35, -0.0080568, 1.63125, -0.0275273, , , , , , , , 
1.3504655, -0.0072175, 1.6318125, -0.0265202, , , , , , , , 
1.350931, -0.0058747, 1.632375, -0.0261845, , , , , , , , 
1.3513966, -0.0053712, 1.6329375, -0.027863, , , , , , , , 
1.3518621, -0.005539, 1.6335, -0.0298772, , , , , , , , 
1.3523276, -0.0065461, 1.6340625, -0.0315557, , , , , , , , 
1.3527931, -0.0078889, 1.634625, -0.03122, , , , , , , , 
1.3532586, -0.0104067, 1.6351875, -0.03122, , , , , , , , 
1.3537241, -0.0115816, 1.63575, -0.03122, , , , , , , , 
1.3541897, -0.0124208, 1.6363125, -0.0298772, , , , , , , , 
1.3546552, -0.0119173, 1.636875, -0.0271916, , , , , , , , 
1.3551207, -0.0095674, 1.6374375, -0.0265202, , , , , , , , 
1.3555862, -0.0073854, 1.638, -0.0302129, , , , , , , , 
1.3560517, -0.0082246, 1.6385625, -0.0302129, , , , , , , , 
1.3565172, -0.0112459, 1.639125, -0.0285344, , , , , , , , 
1.3569828, -0.0129244, 1.6396875, -0.027863, , , , , , , , 
1.3574483, -0.0115816, 1.64025, -0.027863, , , , , , , , 
1.3579138, -0.0105745, 1.6408125, -0.0265202, , , , , , , , 
1.3583793, -0.0090639, 1.641375, -0.0271916, , , , , , , , 
1.3588448, -0.0087282, 1.6419375, -0.0271916, , , , , , , , 
1.3593103, -0.0099031, 1.6425, -0.0271916, , , , , , , , 
1.3597759, -0.0105745, 1.6430625, -0.0265202, , , , , , , , 
1.3602414, -0.0087282, 1.643625, -0.0251774, , , , , , , , 
1.3607069, -0.0072175, 1.6441875, -0.024506, , , , , , , , 
1.3611724, -0.0058747, 1.64475, -0.024506, , , , , , , , 
1.3616379, -0.0072175, 1.6453125, -0.0238346, , , , , , , , 
1.3621034, -0.0102388, 1.645875, -0.0238346, , , , , , , , 
1.362569, -0.012253, 1.6464375, -0.0238346, , , , , , , , 
1.3630345, -0.0115816, 1.647, -0.0251774, , , , , , , , 
1.3635, -0.0109102, 1.6475625, -0.0258488, , , , , , , , 
1.3639655, -0.011078, 1.648125, -0.0261845, , , , , , , , 
1.364431, -0.0120851, 1.6486875, -0.0292058, , , , , , , , 
1.3648966, -0.0117494, 1.64925, -0.0302129, , , , , , , , 
1.3653621, -0.0109102, 1.6498125, -0.0271916, , , , , , , , 
1.3658276, -0.0105745, 1.650375, -0.0258488, , , , , , , , 
1.3662931, -0.012253, 1.6509375, -0.0258488, , , , , , , , 
1.3667586, -0.0140993, 1.6515, -0.0281987, , , , , , , , 
1.3672241, -0.0142672, 1.6520625, -0.0302129, , , , , , , , 
1.3676897, -0.0115816, 1.652625, -0.027863, , , , , , , , 
1.3681552, -0.0095674, 1.6531875, -0.0265202, , , , , , , , 
1.3686207, -0.0092317, 1.65375, -0.0302129, , , , , , , , 
1.3690862, -0.0099031, 1.6543125, -0.03122, , , , , , , , 
1.3695517, -0.0104067, 1.654875, -0.03122, , , , , , , , 
1.3700172, -0.0097353, 1.6554375, -0.0292058, , , , , , , , 
1.3704828, -0.0092317, 1.656, -0.0261845, , , , , , , , 
1.3709483, -0.0105745, 1.6565625, -0.0261845, , , , , , , , 
1.3714138, -0.0117494, 1.657125, -0.0251774, , , , , , , , 
1.3718793, -0.0105745, 1.6576875, -0.0265202, , , , , , , , 
1.3723448, -0.0099031, 1.65825, -0.027863, , , , , , , , 
1.3728103, -0.0109102, 1.6588125, -0.0258488, , , , , , , , 
1.3732759, -0.0119173, 1.659375, -0.024506, , , , , , , , 
1.3737414, -0.0129244, 1.6599375, -0.0255131, , , , , , , , 
1.3742069, -0.0120851, 1.6605, -0.0265202, , , , , , , , 
1.3746724, -0.0112459, 1.6610625, -0.0302129, , , , , , , , 
1.3751379, -0.0109102, 1.661625, -0.0325628, , , , , , , , 
1.3756034, -0.0093996, 1.6621875, -0.03122, , , , , , , , 
1.376069, -0.0087282, 1.66275, -0.0288701, , , , , , , , 
1.3765345, -0.0099031, 1.6633125, -0.024506, , , , , , , , 
1.377, -0.0097353, 1.663875, -0.024506, , , , , , , , 
1.3774655, -0.0095674, 1.6644375, -0.0271916, , , , , , , , 
1.377931, -0.0099031, 1.665, -0.0275273, , , , , , , , 
1.3783966, -0.0083925, 1.6655625, -0.0271916, , , , , , , , 
1.3788621, -0.0062104, 1.666125, -0.0271916, , , , , , , , 
1.3793276, -0.0068818, 1.6666875, -0.0271916, , , , , , , , 
1.3797931, -0.0085603, 1.66725, -0.0265202, , , , , , , , 
1.3802586, -0.0095674, 1.6678125, -0.0265202, , , , , , , , 
1.3807241, -0.008896, 1.668375, -0.0281987, , , , , , , , 
1.3811897, -0.0062104, 1.6689375, -0.0285344, , , , , , , , 
1.3816552, -0.0045319, 1.6695, -0.0292058, , , , , , , , 
1.3821207, -0.0041962, 1.6700625, -0.0298772, , , , , , , , 
1.3825862, -0.0045319, 1.670625, -0.0292058, , , , , , , , 
1.3830517, -0.0038605, 1.6711875, -0.0292058, , , , , , , , 
1.3835172, -0.0038605, 1.67175, -0.0285344, , , , , , , , 
1.3839828, -0.0045319, 1.6723125, -0.0265202, , , , , , , , 
1.3844483, -0.0060426, 1.672875, -0.0265202, , , , , , , , 
1.3849138, -0.0080568, 1.6734375, -0.0261845, , , , , , , , 
1.3853793, -0.0082246, 1.674, -0.0248417, , , , , , , , 
1.3858448, -0.0087282, 1.6745625, -0.0234989, , , , , , , , 
1.3863103, -0.0082246, 1.675125, -0.0258488, , , , , , , , 
1.3867759, -0.0078889, 1.6756875, -0.0285344, , , , , , , , 
1.3872414, -0.0095674, 1.67625, -0.0265202, , , , , , , , 
1.3877069, -0.0092317, 1.6768125, -0.0258488, , , , , , , , 
1.3881724, -0.0073854, 1.677375, -0.024506, , , , , , , , 
1.3886379, -0.0072175, 1.6779375, -0.024506, , , , , , , , 
1.3891034, -0.008896, 1.6785, -0.0258488, , , , , , , , 
1.389569, -0.010071, 1.6790625, -0.0261845, , , , , , , , 
1.3900345, -0.0102388, 1.679625, -0.0231632, , , , , , , , 
1.3905, -0.0109102, 1.6801875, -0.0208133, , , , , , , , 
1.3909655, -0.011078, 1.68075, -0.021149, , , , , , , , 
1.391431, -0.0109102, 1.6813125, -0.0204776, , , , , , , , 
1.3918966, -0.012253, 1.681875, -0.021149, , , , , , , , 
1.3923621, -0.0129244, 1.6824375, -0.0218204, , , , , , , , 
1.3928276, -0.0129244, 1.683, -0.024506, , , , , , , , 
1.3932931, -0.0119173, 1.6835625, -0.0265202, , , , , , , , 
1.3937586, -0.0105745, 1.684125, -0.0271916, , , , , , , , 
1.3942241, -0.0109102, 1.6846875, -0.0298772, , , , , , , , 
1.3946897, -0.0109102, 1.68525, -0.0288701, , , , , , , , 
1.3951552, -0.0102388, 1.6858125, -0.0285344, , , , , , , , 
1.3956207, -0.0104067, 1.686375, -0.0298772, , , , , , , , 
1.3960862, -0.0112459, 1.6869375, -0.0325628, , , , , , , , 
1.3965517, -0.0127565, 1.6875, -0.0345769, , , , , , , , 
1.3970172, -0.0119173, 1.6880625, -0.0379339, , , , , , , , 
1.3974828, -0.0099031, 1.688625, -0.0369268, , , , , , , , 
1.3979483, -0.0105745, 1.6891875, -0.0365911, , , , , , , , 
1.3984138, -0.012253, 1.68975, -0.0332341, , , , , , , , 
1.3988793, -0.012253, 1.6903125, -0.0275273, , , , , , , , 
1.3993448, -0.0119173, 1.690875, -0.0248417, , , , , , , , 
1.3998103, -0.0129244, 1.6914375, -0.0248417, , , , , , , , 
1.4002759, -0.0139315, 1.692, -0.0248417, , , , , , , , 
1.4007414, -0.0149386, 1.6925625, -0.024506, , , , , , , , 
1.4012069, -0.0135958, 1.693125, -0.0238346, , , , , , , , 
1.4016724, -0.012253, 1.6936875, -0.024506, , , , , , , , 
1.4021379, -0.0119173, 1.69425, -0.0255131, , , , , , , , 
1.4026034, -0.0124208, 1.6948125, -0.0265202, , , , , , , , 
1.403069, -0.012253, 1.695375, -0.0292058, , , , , , , , 
1.4035345, -0.012253, 1.6959375, -0.0258488, , , , , , , , 
1.404, -0.0129244, 1.6965, -0.021149, , , , , , , , 
1.4044655, -0.012253, 1.6970625, -0.0184634, , , , , , , , 
1.404931, -0.0099031, 1.697625, -0.0198062, , , , , , , , 
1.4053966, -0.008896, 1.6981875, -0.0231632, , , , , , , , 
1.4058621, -0.0082246, 1.69875, -0.024506, , , , , , , , 
1.4063276, -0.0085603, 1.6993125, -0.0238346, , , , , , , , 
1.4067931, -0.0104067, 1.699875, -0.0224918, , , , , , , , 
1.4072586, -0.0119173, 1.7004375, -0.021149, , , , , , , , 
1.4077241, -0.0127565, 1.701, -0.0234989, , , , , , , , 
1.4081897, -0.0130922, 1.7015625, -0.0251774, , , , , , , , 
1.4086552, -0.0120851, 1.702125, -0.024506, , , , , , , , 
1.4091207, -0.0105745, 1.7026875, -0.0258488, , , , , , , , 
1.4095862, -0.0109102, 1.70325, -0.0271916, , , , , , , , 
1.4100517, -0.012253, 1.7038125, -0.0265202, , , , , , , , 
1.4105172, -0.0132601, 1.704375, -0.0271916, , , , , , , , 
1.4109828, -0.0132601, 1.7049375, -0.0258488, , , , , , , , 
1.4114483, -0.0104067, 1.7055, -0.0265202, , , , , , , , 
1.4119138, -0.0090639, 1.7060625, -0.027863, , , , , , , , 
1.4123793, -0.008896, 1.706625, -0.0268559, , , , , , , , 
1.4128448, -0.0109102, 1.7071875, -0.0265202, , , , , , , , 
1.4133103, -0.0124208, 1.70775, -0.0251774, , , , , , , , 
1.4137759, -0.0112459, 1.7083125, -0.0258488, , , , , , , , 
1.4142414, -0.0109102, 1.708875, -0.0271916, , , , , , , , 
1.4147069, -0.0104067, 1.7094375, -0.0261845, , , , , , , , 
1.4151724, -0.008896, 1.71, -0.0258488, , , , , , , , 
1.4156379, -0.0073854, 1.7105625, -0.0258488, , , , , , , , 
1.4161034, -0.008896, 1.711125, -0.0258488, , , , , , , , 
1.416569, -0.0097353, 1.7116875, -0.0275273, , , , , , , , 
1.4170345, -0.0097353, 1.71225, -0.0305486, , , , , , , , 
1.4175, -0.0104067, 1.7128125, -0.0275273, , , , , , , , 
1.4179655, -0.0109102, 1.713375, -0.0251774, , , , , , , , 
1.418431, -0.0093996, 1.7139375, -0.0258488, , , , , , , , 
1.4188966, -0.0078889, 1.7145, -0.0288701, , , , , , , , 
1.4193621, -0.0078889, 1.7150625, -0.0298772, , , , , , , , 
1.4198276, -0.008896, 1.715625, -0.0292058, , , , , , , , 
1.4202931, -0.008896, 1.7161875, -0.0298772, , , , , , , , 
1.4207586, -0.0090639, 1.71675, -0.0298772, , , , , , , , 
1.4212241, -0.0092317, 1.7173125, -0.027863, , , , , , , , 
1.4216897, -0.0095674, 1.717875, -0.0258488, , , , , , , , 
1.4221552, -0.0102388, 1.7184375, -0.0238346, , , , , , , , 
1.4226207, -0.0115816, 1.719, -0.0238346, , , , , , , , 
1.4230862, -0.0112459, 1.7195625, -0.0265202, , , , , , , , 
1.4235517, -0.0095674, 1.720125, -0.0251774, , , , , , , , 
1.4240172, -0.0063783, 1.7206875, -0.0228275, , , , , , , , 
1.4244828, -0.0057069, 1.72125, -0.0224918, , , , , , , , 
1.4249483, -0.0080568, 1.7218125, -0.0238346, , , , , , , , 
1.4254138, -0.0095674, 1.722375, -0.024506, , , , , , , , 
1.4258793, -0.0092317, 1.7229375, -0.0261845, , , , , , , , 
1.4263448, -0.0072175, 1.7235, -0.0271916, , , , , , , , 
1.4268103, -0.0060426, 1.7240625, -0.0248417, , , , , , , , 
1.4272759, -0.0068818, 1.724625, -0.0238346, , , , , , , , 
1.4277414, -0.008896, 1.7251875, -0.0275273, , , , , , , , 
1.4282069, -0.0092317, 1.72575, -0.0305486, , , , , , , , 
1.4286724, -0.0083925, 1.7263125, -0.0295415, , , , , , , , 
1.4291379, -0.0070497, 1.726875, -0.0292058, , , , , , , , 
1.4296034, -0.0062104, 1.7274375, -0.0288701, , , , , , , , 
1.430069, -0.0058747, 1.728, -0.0298772, , , , , , , , 
1.4305345, -0.005539, 1.7285625, -0.0285344, , , , , , , , 
1.431, -0.005539, 1.729125, -0.0285344, , , , , , , , 
1.4314655, -0.0058747, 1.7296875, -0.0271916, , , , , , , , 
1.431931, -0.0058747, 1.73025, -0.0258488, , , , , , , , 
1.4323966, -0.0058747, 1.7308125, -0.024506, , , , , , , , 
1.4328621, -0.0062104, 1.731375, -0.0231632, , , , , , , , 
1.4333276, -0.0062104, 1.7319375, -0.0248417, , , , , , , , 
1.4337931, -0.0048676, 1.7325, -0.0275273, , , , , , , , 
1.4342586, -0.0028534, 1.7330625, -0.0292058, , , , , , , , 
1.4347241, -0.0045319, 1.733625, -0.0275273, , , , , , , , 
1.4351897, -0.0075532, 1.7341875, -0.0258488, , , , , , , , 
