Application:, Trigno Discover (1.7.0)
Date/Time:, 11/4/2024 11:09:45 AM
Collection Length (seconds):, 32.0895
Avanti Sensor 0 (64624), , Avanti Sensor 2 (64680)
sensor mode: 40, , sensor mode: 66
EMG 1 Time Series (s), EMG 1 (mV), EMG 1 Time Series (s), EMG 1 (mV), ORIENTATION W Time Series (s), ORIENTATION W (Quaternions), ORIENTATION X Time Series (s), ORIENTATION X (Quaternions), ORIENTATION Y Time Series (s), ORIENTATION Y (Quaternions), ORIENTATION Z Time Series (s), ORIENTATION Z (Quaternions)
, 2148.1481 Hz, , 1777.7778 Hz, , 74.0741 Hz, , 74.0741 Hz, , 74.0741 Hz, , 74.0741 Hz
0, -0.0095674, 0, -0.0332341, 0, 0.2739868, 0, 0.0383911, 0, -0.6505737, 0, 0.7072144
0.0004655, -0.010071, 0.0005625, -0.0318914, 0.0135, 0.2739868, 0.0135, 0.038269, 0.0135, -0.6506348, 0.0135, 0.7072144
0.000931, -0.0104067, 0.001125, -0.0305486, 0.027, 0.2738647, 0.027, 0.0385742, 0.027, -0.6508179, 0.027, 0.7070312
0.0013966, -0.0115816, 0.0016875, -0.0318914, 0.0405, 0.2739258, 0.0405, 0.0385742, 0.0405, -0.6508789, 0.0405, 0.7069702
0.0018621, -0.0125887, 0.00225, -0.0315557, 0.054, 0.2741699, 0.054, 0.0385742, 0.054, -0.6508789, 0.054, 0.7069092
0.0023276, -0.012253, 0.0028125, -0.0318914, 0.0675, 0.2748413, 0.0675, 0.0379639, 0.0675, -0.6507568, 0.0675, 0.7067871
0.0027931, -0.0120851, 0.003375, -0.0328985, 0.081, 0.2752075, 0.081, 0.0376587, 0.081, -0.6506348, 0.081, 0.7067261
0.0032586, -0.0125887, 0.0039375, -0.0325628, 0.0945, 0.2758179, 0.0945, 0.0369873, 0.0945, -0.6505127, 0.0945, 0.706665
0.0037241, -0.0129244, 0.0045, -0.0305486, 0.108, 0.2758789, 0.108, 0.0368652, 0.108, -0.6505127, 0.108, 0.706665
0.0041897, -0.0115816, 0.0050625, -0.0292058, 0.1215, 0.2758789, 0.1215, 0.0369263, 0.1215, -0.6505737, 0.1215, 0.706604
0.0046552, -0.010071, 0.005625, -0.0265202, 0.135, 0.2757568, 0.135, 0.0370483, 0.135, -0.6506348, 0.135, 0.706604
0.0051207, -0.0102388, 0.0061875, -0.0251774, 0.1485, 0.2758179, 0.1485, 0.0370483, 0.1485, -0.6506348, 0.1485, 0.706543
0.0055862, -0.0119173, 0.00675, -0.024506, 0.162, 0.276001, 0.162, 0.0369263, 0.162, -0.6506348, 0.162, 0.7064819
0.0060517, -0.0134279, 0.0073125, -0.024506, 0.1755, 0.2763062, 0.1755, 0.0365601, 0.1755, -0.6506958, 0.1755, 0.7062988
0.0065172, -0.0129244, 0.007875, -0.0271916, 0.189, 0.2764282, 0.189, 0.036438, 0.189, -0.6507568, 0.189, 0.7062378
0.0069828, -0.0102388, 0.0084375, -0.0258488, 0.2025, 0.2770386, 0.2025, 0.0359497, 0.2025, -0.6506348, 0.2025, 0.7061157
0.0074483, -0.0095674, 0.009, -0.0231632, 0.216, 0.2774048, 0.216, 0.0357056, 0.216, -0.6505737, 0.216, 0.7060547
0.0079138, -0.0105745, 0.0095625, -0.0248417, 0.2295, 0.277771, 0.2295, 0.0355225, 0.2295, -0.6503906, 0.2295, 0.7060547
0.0083793, -0.0105745, 0.010125, -0.0258488, 0.243, 0.2781372, 0.243, 0.0349731, 0.243, -0.6503906, 0.243, 0.7059937
0.0088448, -0.0112459, 0.0106875, -0.0265202, 0.2565, 0.2780762, 0.2565, 0.0349731, 0.2565, -0.6504517, 0.2565, 0.7059937
0.0093103, -0.0124208, 0.01125, -0.027863, 0.27, 0.277771, 0.27, 0.0349731, 0.27, -0.6506348, 0.27, 0.7059326
0.0097759, -0.0117494, 0.0118125, -0.027863, 0.2835, 0.2775879, 0.2835, 0.0350342, 0.2835, -0.6506958, 0.2835, 0.7058716
0.0102414, -0.0102388, 0.012375, -0.0265202, 0.297, 0.2775879, 0.297, 0.0350952, 0.297, -0.6507568, 0.297, 0.7058716
0.0107069, -0.0105745, 0.0129375, -0.0248417, 0.3105, 0.2781982, 0.3105, 0.03479, 0.3105, -0.6505737, 0.3105, 0.7057495
0.0111724, -0.0105745, 0.0135, -0.0251774, 0.324, 0.2785645, 0.324, 0.0346069, 0.324, -0.6504517, 0.324, 0.7057495
0.0116379, -0.0090639, 0.0140625, -0.0258488, 0.3375, 0.2792358, 0.3375, 0.0339355, 0.3375, -0.6502686, 0.3375, 0.7057495
0.0121034, -0.0075532, 0.014625, -0.0275273, 0.351, 0.27948, 0.351, 0.0336304, 0.351, -0.6501465, 0.351, 0.7056885
0.012569, -0.0075532, 0.0151875, -0.027863, 0.3645, 0.279541, 0.3645, 0.0334473, 0.3645, -0.6501465, 0.3645, 0.7056885
0.0130345, -0.0090639, 0.01575, -0.0292058, 0.378, 0.2797241, 0.378, 0.0333862, 0.378, -0.6502075, 0.378, 0.7056274
0.0135, -0.0082246, 0.0163125, -0.0288701, 0.3915, 0.2797241, 0.3915, 0.0334473, 0.3915, -0.6502686, 0.3915, 0.7055664
0.0139655, -0.0072175, 0.016875, -0.027863, 0.405, 0.2799683, 0.405, 0.0333862, 0.405, -0.6502075, 0.405, 0.7055054
0.014431, -0.0078889, 0.0174375, -0.0275273, 0.4185, 0.2802734, 0.4185, 0.0330811, 0.4185, -0.6500854, 0.4185, 0.7055054
0.0148966, -0.0095674, 0.018, -0.0261845, 0.432, 0.2805176, 0.432, 0.0328979, 0.432, -0.6499634, 0.432, 0.7055054
0.0153621, -0.0105745, 0.0185625, -0.0258488, 0.4455, 0.2810059, 0.4455, 0.0324707, 0.4455, -0.6498413, 0.4455, 0.7055054
0.0158276, -0.0104067, 0.019125, -0.0255131, 0.459, 0.281189, 0.459, 0.0323486, 0.459, -0.6498413, 0.459, 0.7054443
0.0162931, -0.0104067, 0.0196875, -0.024506, 0.4725, 0.28125, 0.4725, 0.0324097, 0.4725, -0.6498413, 0.4725, 0.7053833
0.0167586, -0.0115816, 0.02025, -0.0224918, 0.486, 0.2813721, 0.486, 0.0322876, 0.486, -0.6497803, 0.486, 0.7053833
0.0172241, -0.0109102, 0.0208125, -0.0224918, 0.4995, 0.2813721, 0.4995, 0.0323486, 0.4995, -0.6498413, 0.4995, 0.7053223
0.0176897, -0.0102388, 0.021375, -0.0261845, 0.513, 0.2814331, 0.513, 0.0325317, 0.513, -0.6499023, 0.513, 0.7052612
0.0181552, -0.0102388, 0.0219375, -0.027863, 0.5265, 0.2814331, 0.5265, 0.0325317, 0.5265, -0.6499023, 0.5265, 0.7052002
0.0186207, -0.0109102, 0.0225, -0.0275273, 0.54, 0.2816162, 0.54, 0.0324097, 0.54, -0.6499023, 0.54, 0.7052002
0.0190862, -0.012253, 0.0230625, -0.0261845, 0.5535, 0.2824097, 0.5535, 0.0319214, 0.5535, -0.6496582, 0.5535, 0.7051392
0.0195517, -0.0125887, 0.023625, -0.0248417, 0.567, 0.2828369, 0.567, 0.0315552, 0.567, -0.6494751, 0.567, 0.7050781
0.0200172, -0.0125887, 0.0241875, -0.0268559, 0.5805, 0.2831421, 0.5805, 0.031189, 0.5805, -0.6494141, 0.5805, 0.7050171
0.0204828, -0.0117494, 0.02475, -0.0275273, 0.594, 0.2830811, 0.594, 0.031311, 0.594, -0.6494751, 0.594, 0.7050171
0.0209483, -0.010071, 0.0253125, -0.0271916, 0.6075, 0.2830811, 0.6075, 0.0314331, 0.6075, -0.6495361, 0.6075, 0.7049561
0.0214138, -0.0087282, 0.025875, -0.0265202, 0.621, 0.2833252, 0.621, 0.0314331, 0.621, -0.6495361, 0.621, 0.704895
0.0218793, -0.0095674, 0.0264375, -0.0248417, 0.6345, 0.2833862, 0.6345, 0.0313721, 0.6345, -0.6494751, 0.6345, 0.704895
0.0223448, -0.0115816, 0.027, -0.0248417, 0.648, 0.2830811, 0.648, 0.0316162, 0.648, -0.6496582, 0.648, 0.704895
0.0228103, -0.0120851, 0.0275625, -0.0248417, 0.6615, 0.282959, 0.6615, 0.0318604, 0.6615, -0.6497192, 0.6615, 0.704834
0.0232759, -0.0099031, 0.028125, -0.0258488, 0.675, 0.2828369, 0.675, 0.0319824, 0.675, -0.6497803, 0.675, 0.704834
0.0237414, -0.0082246, 0.0286875, -0.0281987, 0.6885, 0.28302, 0.6885, 0.0319214, 0.6885, -0.6497803, 0.6885, 0.7047729
0.0242069, -0.0085603, 0.02925, -0.0275273, 0.702, 0.2833252, 0.702, 0.0317383, 0.702, -0.6496582, 0.702, 0.7047729
0.0246724, -0.0095674, 0.0298125, -0.0271916, 0.7155, 0.2837524, 0.7155, 0.0314941, 0.7155, -0.6495361, 0.7155, 0.7047119
0.0251379, -0.0105745, 0.030375, -0.027863, 0.729, 0.2843018, 0.729, 0.0309448, 0.729, -0.649353, 0.729, 0.7046509
0.0256034, -0.011078, 0.0309375, -0.0251774, 0.7425, 0.2843628, 0.7425, 0.0308228, 0.7425, -0.649353, 0.7425, 0.7046509
0.026069, -0.0112459, 0.0315, -0.0251774, 0.756, 0.2841187, 0.756, 0.0309448, 0.756, -0.6495361, 0.756, 0.7045288
0.0265345, -0.0095674, 0.0320625, -0.0285344, 0.7695, 0.2838745, 0.7695, 0.031189, 0.7695, -0.6497192, 0.7695, 0.7045288
0.027, -0.0095674, 0.032625, -0.0275273, 0.783, 0.2838745, 0.783, 0.031311, 0.783, -0.6497192, 0.783, 0.7044678
0.0274655, -0.0102388, 0.0331875, -0.0251774, 0.7965, 0.2843628, 0.7965, 0.031189, 0.7965, -0.6494751, 0.7965, 0.7045288
0.027931, -0.0109102, 0.03375, -0.024506, 0.81, 0.2849731, 0.81, 0.0307617, 0.81, -0.6491699, 0.81, 0.7045898
0.0283966, -0.0114137, 0.0343125, -0.0251774, 0.8235, 0.2858887, 0.8235, 0.0298462, 0.8235, -0.6487427, 0.8235, 0.7046509
0.0288621, -0.0099031, 0.034875, -0.0251774, 0.837, 0.2860107, 0.837, 0.029541, 0.837, -0.6486816, 0.837, 0.7046509
0.0293276, -0.0082246, 0.0354375, -0.024506, 0.8505, 0.2859497, 0.8505, 0.029541, 0.8505, -0.6486816, 0.8505, 0.7046509
0.0297931, -0.0082246, 0.036, -0.0238346, 0.864, 0.2855225, 0.864, 0.0299683, 0.864, -0.6488037, 0.864, 0.7047119
0.0302586, -0.0082246, 0.0365625, -0.0238346, 0.8775, 0.2854614, 0.8775, 0.0300903, 0.8775, -0.6488037, 0.8775, 0.7047729
0.0307241, -0.0068818, 0.037125, -0.0234989, 0.891, 0.2861328, 0.891, 0.0299683, 0.891, -0.6484375, 0.891, 0.7047729
0.0311897, -0.0063783, 0.0376875, -0.0228275, 0.9045, 0.2867432, 0.9045, 0.02948, 0.9045, -0.6481934, 0.9045, 0.7047729
0.0316552, -0.0068818, 0.03825, -0.0231632, 0.918, 0.2873535, 0.918, 0.0289917, 0.918, -0.6479492, 0.918, 0.7047729
0.0321207, -0.0070497, 0.0388125, -0.0218204, 0.9315, 0.2880859, 0.9315, 0.0281982, 0.9315, -0.6477661, 0.9315, 0.7047119
0.0325862, -0.0070497, 0.039375, -0.0218204, 0.945, 0.2880859, 0.945, 0.0280762, 0.945, -0.6477661, 0.945, 0.7047119
0.0330517, -0.006714, 0.0399375, -0.0214847, 0.9585, 0.2880249, 0.9585, 0.0282593, 0.9585, -0.6478271, 0.9585, 0.7046509
0.0335172, -0.0068818, 0.0405, -0.021149, 0.972, 0.2880859, 0.972, 0.0283813, 0.972, -0.6478271, 0.972, 0.7046509
0.0339828, -0.0072175, 0.0410625, -0.0218204, 0.9855, 0.288147, 0.9855, 0.0283813, 0.9855, -0.6477661, 0.9855, 0.7047119
0.0344483, -0.0092317, 0.041625, -0.0224918, 0.999, 0.2888794, 0.999, 0.0278931, 0.999, -0.647583, 0.999, 0.7045898
0.0349138, -0.0102388, 0.0421875, -0.0251774, 1.0125, 0.2894897, 1.0125, 0.0274658, 1.0125, -0.6473389, 1.0125, 0.7045898
0.0353793, -0.0092317, 0.04275, -0.0275273, 1.026, 0.2901001, 1.026, 0.0268555, 1.026, -0.6470337, 1.026, 0.7045898
0.0358448, -0.0099031, 0.0433125, -0.0271916, 1.0395, 0.2909546, 1.0395, 0.026062, 1.0395, -0.6466675, 1.0395, 0.7045898
0.0363103, -0.0102388, 0.043875, -0.0265202, 1.053, 0.2911377, 1.053, 0.026001, 1.053, -0.6466675, 1.053, 0.7045898
0.0367759, -0.0109102, 0.0444375, -0.0255131, 1.0665, 0.2910156, 1.0665, 0.0263672, 1.0665, -0.6468506, 1.0665, 0.7044067
0.0372414, -0.0105745, 0.045, -0.0258488, 1.08, 0.2912598, 1.08, 0.0263672, 1.08, -0.6467896, 1.08, 0.7043457
0.0377069, -0.0099031, 0.0455625, -0.0288701, 1.0935, 0.291626, 1.0935, 0.0263062, 1.0935, -0.6466675, 1.0935, 0.7043457
0.0381724, -0.0095674, 0.046125, -0.0275273, 1.107, 0.2928467, 1.107, 0.0255127, 1.107, -0.6461792, 1.107, 0.7042847
0.0386379, -0.0105745, 0.0466875, -0.0265202, 1.1205, 0.2935181, 1.1205, 0.0248413, 1.1205, -0.645874, 1.1205, 0.7043457
0.0391034, -0.0095674, 0.04725, -0.0285344, 1.134, 0.2946167, 1.134, 0.0238037, 1.134, -0.6456299, 1.134, 0.7041016
0.039569, -0.0075532, 0.0478125, -0.0292058, 1.1475, 0.295105, 1.1475, 0.0234375, 1.1475, -0.6455688, 1.1475, 0.7039795
0.0400345, -0.0072175, 0.048375, -0.03122, 1.161, 0.2953491, 1.161, 0.0232544, 1.161, -0.6455078, 1.161, 0.7039185
0.0405, -0.0072175, 0.0489375, -0.0318914, 1.1745, 0.2958374, 1.1745, 0.0230103, 1.1745, -0.6455078, 1.1745, 0.7037354
0.0409655, -0.0062104, 0.0495, -0.0302129, 1.188, 0.2962036, 1.188, 0.0227661, 1.188, -0.6454468, 1.188, 0.7036743
0.041431, -0.0065461, 0.0500625, -0.0288701, 1.2015, 0.2973022, 1.2015, 0.0217896, 1.2015, -0.6452026, 1.2015, 0.7034912
0.0418966, -0.008896, 0.050625, -0.0292058, 1.215, 0.2980347, 1.215, 0.0211792, 1.215, -0.6450195, 1.215, 0.7033691
0.0423621, -0.008896, 0.0511875, -0.0302129, 1.2285, 0.2988892, 1.2285, 0.0204468, 1.2285, -0.6446533, 1.2285, 0.7033081
0.0428276, -0.0072175, 0.05175, -0.0292058, 1.242, 0.3009644, 1.242, 0.0187378, 1.242, -0.6438599, 1.242, 0.7032471
0.0432931, -0.0068818, 0.0523125, -0.0285344, 1.2555, 0.3017578, 1.2555, 0.0181885, 1.2555, -0.6434326, 1.2555, 0.7033081
0.0437586, -0.0082246, 0.052875, -0.0285344, 1.269, 0.3024292, 1.269, 0.0178223, 1.269, -0.6430664, 1.269, 0.7033691
0.0442241, -0.0109102, 0.0534375, -0.0288701, 1.2825, 0.3032227, 1.2825, 0.017334, 1.2825, -0.6425781, 1.2825, 0.7034912
0.0446897, -0.012253, 0.054, -0.0305486, 1.296, 0.3033447, 1.296, 0.017334, 1.296, -0.6425171, 1.296, 0.7034912
0.0451552, -0.0112459, 0.0545625, -0.0325628, 1.3095, 0.3040161, 1.3095, 0.0170898, 1.3095, -0.6420898, 1.3095, 0.7035522
0.0456207, -0.008896, 0.055125, -0.03122, 1.323, 0.3047485, 1.323, 0.0166016, 1.323, -0.6416626, 1.323, 0.7036133
0.0460862, -0.0072175, 0.0556875, -0.03122, 1.3365, 0.3058472, 1.3365, 0.0158081, 1.3365, -0.6410522, 1.3365, 0.7037964
0.0465517, -0.0095674, 0.05625, -0.0305486, 1.35, 0.3078613, 1.35, 0.0144653, 1.35, -0.6398926, 1.35, 0.7039795
0.0470172, -0.0107424, 0.0568125, -0.0298772, 1.3635, 0.3085327, 1.3635, 0.0140991, 1.3635, -0.6395264, 1.3635, 0.7039795
0.0474828, -0.0093996, 0.057375, -0.0302129, 1.377, 0.3098145, 1.377, 0.0133057, 1.377, -0.6387939, 1.377, 0.7041016
0.0479483, -0.0095674, 0.0579375, -0.0305486, 1.3905, 0.3102417, 1.3905, 0.0129395, 1.3905, -0.6384888, 1.3905, 0.7041626
0.0484138, -0.0109102, 0.0585, -0.0318914, 1.404, 0.3105469, 1.404, 0.0127563, 1.404, -0.6383057, 1.404, 0.7042236
0.0488793, -0.0092317, 0.0590625, -0.0318914, 1.4175, 0.3115845, 1.4175, 0.012207, 1.4175, -0.6378784, 1.4175, 0.7042236
0.0493448, -0.0075532, 0.059625, -0.027863, 1.431, 0.3123169, 1.431, 0.0117798, 1.431, -0.6375122, 1.431, 0.7042236
0.0498103, -0.0083925, 0.0601875, -0.0258488, 1.4445, 0.3140869, 1.4445, 0.010437, 1.4445, -0.6365967, 1.4445, 0.7042236
0.0502759, -0.0115816, 0.06075, -0.0251774, 1.458, 0.3149414, 1.458, 0.0097656, 1.458, -0.6362915, 1.458, 0.7041626
0.0507414, -0.0142672, 0.0613125, -0.0271916, 1.4715, 0.315979, 1.4715, 0.0089111, 1.4715, -0.6358643, 1.4715, 0.7041016
0.0512069, -0.0135958, 0.061875, -0.027863, 1.485, 0.3187866, 1.485, 0.0062866, 1.485, -0.6347046, 1.485, 0.7039185
0.0516724, -0.0097353, 0.0624375, -0.024506, 1.4985, 0.3201294, 1.4985, 0.0048828, 1.4985, -0.6341553, 1.4985, 0.7037964
0.0521379, -0.0082246, 0.063, -0.0224918, 1.512, 0.3212891, 1.512, 0.0037231, 1.512, -0.633606, 1.512, 0.7037354
0.0526034, -0.0092317, 0.0635625, -0.0231632, 1.5255, 0.3228149, 1.5255, 0.0023804, 1.5255, -0.6331787, 1.5255, 0.7034302
0.053069, -0.0077211, 0.064125, -0.0241703, 1.539, 0.3231812, 1.539, 0.0020752, 1.539, -0.6331177, 1.539, 0.7033691
0.0535345, -0.0053712, 0.0646875, -0.0234989, 1.5525, 0.3240356, 1.5525, 0.0016479, 1.5525, -0.6331177, 1.5525, 0.7029419
0.054, -0.0057069, 0.06525, -0.0231632, 1.566, 0.3249512, 1.566, 0.0012207, 1.566, -0.6329956, 1.566, 0.7026978
0.0544655, -0.0073854, 0.0658125, -0.0238346, 1.5795, 0.326416, 1.5795, 0.0003662, 1.5795, -0.6326294, 1.5795, 0.7023315
0.054931, -0.0072175, 0.066375, -0.0238346, 1.593, 0.3320312, 1.593, -0.003479, 1.593, -0.630249, 1.593, 0.7017822
0.0553966, -0.0057069, 0.0669375, -0.0231632, 1.6065, 0.3355103, 1.6065, -0.0062256, 1.6065, -0.628479, 1.6065, 0.7017212
0.0558621, -0.0045319, 0.0675, -0.0234989, 1.62, 0.3433228, 1.62, -0.0114746, 1.62, -0.6239014, 1.62, 0.7019653
0.0563276, -0.005539, 0.0680625, -0.0255131, 1.6335, 0.3475952, 1.6335, -0.0137939, 1.6335, -0.6212158, 1.6335, 0.7022095
0.0567931, -0.0085603, 0.068625, -0.0258488, 1.647, 0.3511963, 1.647, -0.0149536, 1.647, -0.6188354, 1.647, 0.7024536
0.0572586, -0.0104067, 0.0691875, -0.0261845, 1.6605, 0.357666, 1.6605, -0.0151978, 1.6605, -0.614502, 1.6605, 0.7030029
0.0577241, -0.0097353, 0.06975, -0.0271916, 1.674, 0.3614502, 1.674, -0.0151367, 1.674, -0.6120605, 1.674, 0.7032471
0.0581897, -0.008896, 0.0703125, -0.0248417, 1.6875, 0.3708496, 1.6875, -0.0158691, 1.6875, -0.6054077, 1.6875, 0.7040405
0.0586552, -0.0092317, 0.070875, -0.0251774, 1.701, 0.3764648, 1.701, -0.0164185, 1.701, -0.6009521, 1.701, 0.704895
0.0591207, -0.0105745, 0.0714375, -0.0251774, 1.7145, 0.3826294, 1.7145, -0.0167847, 1.7145, -0.5956421, 1.7145, 0.7060547
0.0595862, -0.0109102, 0.072, -0.0258488, 1.728, 0.3967285, 1.728, -0.0167847, 1.728, -0.5827637, 1.728, 0.7090454
0.0600517, -0.0093996, 0.0725625, -0.0265202, 1.7415, 0.4047241, 1.7415, -0.0170288, 1.7415, -0.5749512, 1.7415, 0.7108765
0.0605172, -0.0080568, 0.073125, -0.0234989, 1.755, 0.4217529, 1.755, -0.0172729, 1.755, -0.5570679, 1.755, 0.71521
0.0609828, -0.008896, 0.0736875, -0.0238346, 1.7685, 0.4302979, 1.7685, -0.0167236, 1.7685, -0.5473633, 1.7685, 0.7175903
0.0614483, -0.011078, 0.07425, -0.0258488, 1.782, 0.4390869, 1.782, -0.0160522, 1.782, -0.5368652, 1.782, 0.7202148
0.0619138, -0.0142672, 0.0748125, -0.0251774, 1.7955, 0.4580078, 1.7955, -0.0150146, 1.7955, -0.5128784, 1.7955, 0.7258911
0.0623793, -0.0151064, 0.075375, -0.0265202, 1.809, 0.4678345, 1.809, -0.0151367, 1.809, -0.4991455, 1.809, 0.729248
0.0628448, -0.0146029, 0.0759375, -0.0258488, 1.8225, 0.4776611, 1.8225, -0.0151978, 1.8225, -0.4844971, 1.8225, 0.732666
0.0633103, -0.0135958, 0.0765, -0.024506, 1.836, 0.4969482, 1.836, -0.0140381, 1.836, -0.4528198, 1.836, 0.7401123
0.0637759, -0.0129244, 0.0770625, -0.0241703, 1.8495, 0.5055542, 1.8495, -0.0125732, 1.8495, -0.4364624, 1.8495, 0.7441406
0.0642414, -0.012253, 0.077625, -0.0241703, 1.863, 0.5204468, 1.863, -0.0070801, 1.863, -0.4035645, 1.863, 0.7524414
0.0647069, -0.012253, 0.0781875, -0.0265202, 1.8765, 0.5267944, 1.8765, -0.0023193, 1.8765, -0.3875732, 1.8765, 0.7565308
0.0651724, -0.0129244, 0.07875, -0.0292058, 1.89, 0.5324097, 1.89, 0.003479, 1.89, -0.3716431, 1.89, 0.7605591
0.0656379, -0.0125887, 0.0793125, -0.0292058, 1.9035, 0.5418701, 1.9035, 0.0172729, 1.9035, -0.3399048, 1.9035, 0.7684937
0.0661034, -0.0132601, 0.079875, -0.027863, 1.917, 0.5459595, 1.917, 0.0247192, 1.917, -0.3238525, 1.917, 0.7722778
0.066569, -0.0149386, 0.0804375, -0.0285344, 1.9305, 0.5497437, 1.9305, 0.0322876, 1.9305, -0.3075562, 1.9305, 0.7759399
0.0670345, -0.0161135, 0.081, -0.0271916, 1.944, 0.5560913, 1.944, 0.0471802, 1.944, -0.2739868, 1.944, 0.7832031
0.0675, -0.014435, 0.0815625, -0.0271916, 1.9575, 0.5584717, 1.9575, 0.0551147, 1.9575, -0.2571411, 1.9575, 0.7867432
0.0679655, -0.0115816, 0.082125, -0.03122, 1.971, 0.5615234, 1.971, 0.0726318, 1.971, -0.2241821, 1.971, 0.7931519
0.068431, -0.0105745, 0.0826875, -0.0328985, 1.9845, 0.5626221, 1.9845, 0.0824585, 1.9845, -0.2079468, 1.9845, 0.7958984
0.0688966, -0.0117494, 0.08325, -0.0292058, 1.998, 0.5633545, 1.998, 0.0918579, 1.998, -0.1912842, 1.998, 0.7984619
0.0693621, -0.0130922, 0.0838125, -0.0261845, 2.0115, 0.5629883, 2.0115, 0.1117554, 2.0115, -0.1595459, 2.0115, 0.8031616
0.0698276, -0.012253, 0.084375, -0.0285344, 2.025, 0.562439, 2.025, 0.1217651, 2.025, -0.1439819, 2.025, 0.8050537
0.0702931, -0.010071, 0.0849375, -0.0298772, 2.0385, 0.5602417, 2.0385, 0.1418457, 2.0385, -0.1130981, 2.0385, 0.8082275
0.0707586, -0.0087282, 0.0855, -0.0288701, 2.052, 0.5587769, 2.052, 0.152832, 2.052, -0.0977783, 2.052, 0.8092041
0.0712241, -0.0083925, 0.0860625, -0.027863, 2.0655, 0.5571899, 2.0655, 0.1634521, 2.0655, -0.0829468, 2.0655, 0.8098755
0.0716897, -0.0068818, 0.086625, -0.0271916, 2.079, 0.553772, 2.079, 0.182312, 2.079, -0.0519409, 2.079, 0.810791
0.0721552, -0.0052033, 0.0871875, -0.0251774, 2.0925, 0.5515137, 2.0925, 0.1912842, 2.0925, -0.0365601, 2.0925, 0.8111572
0.0726207, -0.0053712, 0.08775, -0.0251774, 2.106, 0.5462646, 2.106, 0.2084351, 2.106, -0.0048828, 2.106, 0.8112793
0.0730862, -0.0072175, 0.0883125, -0.0271916, 2.1195, 0.5432739, 2.1195, 0.2161255, 2.1195, 0.0115967, 2.1195, 0.8111572
0.0735517, -0.0083925, 0.088875, -0.0271916, 2.133, 0.539978, 2.133, 0.2234497, 2.133, 0.0278931, 2.133, 0.8110352
0.0740172, -0.008896, 0.0894375, -0.0255131, 2.1465, 0.5326538, 2.1465, 0.2375488, 2.1465, 0.0599976, 2.1465, 0.8101196
0.0744828, -0.0085603, 0.09, -0.0271916, 2.16, 0.5285645, 2.16, 0.2443848, 2.16, 0.0755005, 2.16, 0.8094482
0.0749483, -0.0070497, 0.0905625, -0.0285344, 2.1735, 0.5202637, 2.1735, 0.258667, 2.1735, 0.1043091, 2.1735, 0.8071899
0.0754138, -0.0068818, 0.091125, -0.0285344, 2.187, 0.5164795, 2.187, 0.2664795, 2.187, 0.1187134, 2.187, 0.8051147
0.0758793, -0.0075532, 0.0916875, -0.0298772, 2.2005, 0.5124512, 2.2005, 0.2721558, 2.2005, 0.1333618, 2.2005, 0.8034668
0.0763448, -0.0068818, 0.09225, -0.0285344, 2.214, 0.5028076, 2.214, 0.2817383, 2.214, 0.1636963, 2.214, 0.8006592
0.0768103, -0.0050355, 0.0928125, -0.0258488, 2.2275, 0.4968872, 2.2275, 0.2860718, 2.2275, 0.1784668, 2.2275, 0.7996216
0.0772759, -0.0038605, 0.093375, -0.0271916, 2.241, 0.491272, 2.241, 0.291748, 2.241, 0.192627, 2.241, 0.7977295
0.0777414, -0.006714, 0.0939375, -0.027863, 2.2545, 0.4803467, 2.2545, 0.3028564, 2.2545, 0.2192993, 2.2545, 0.793396
0.0782069, -0.0102388, 0.0945, -0.0285344, 2.268, 0.4750977, 2.268, 0.3087769, 2.268, 0.2321167, 2.268, 0.7906494
0.0786724, -0.0114137, 0.0950625, -0.0265202, 2.2815, 0.4647217, 2.2815, 0.3195801, 2.2815, 0.2578735, 2.2815, 0.7844849
0.0791379, -0.0112459, 0.095625, -0.0251774, 2.295, 0.4588623, 2.295, 0.3228149, 2.295, 0.2717285, 2.295, 0.7819214
0.0796034, -0.0114137, 0.0961875, -0.0265202, 2.3085, 0.4447021, 2.3085, 0.3269653, 2.3085, 0.3005371, 2.3085, 0.777832
0.080069, -0.0117494, 0.09675, -0.0271916, 2.322, 0.4366455, 2.322, 0.3285522, 2.322, 0.3151855, 2.322, 0.7759399
0.0805345, -0.0109102, 0.0973125, -0.0261845, 2.3355, 0.4287109, 2.3355, 0.3311157, 2.3355, 0.3287964, 2.3355, 0.7736206
0.081, -0.0102388, 0.097875, -0.0258488, 2.349, 0.4144287, 2.349, 0.3381958, 2.349, 0.3519897, 2.349, 0.7681274
0.0814655, -0.0105745, 0.0984375, -0.0238346, 2.3625, 0.4090576, 2.3625, 0.3434448, 2.3625, 0.3613281, 2.3625, 0.7642822
0.081931, -0.0109102, 0.099, -0.0224918, 2.376, 0.4046631, 2.376, 0.3500366, 2.376, 0.3695068, 2.376, 0.7597046
0.0823966, -0.0115816, 0.0995625, -0.0231632, 2.3895, 0.3994141, 2.3895, 0.3655396, 2.3895, 0.3795166, 2.3895, 0.7501831
0.0828621, -0.011078, 0.100125, -0.0238346, 2.403, 0.3983154, 2.403, 0.3728027, 2.403, 0.3827515, 2.403, 0.7455444
0.0833276, -0.0105745, 0.1006875, -0.0238346, 2.4165, 0.3954468, 2.4165, 0.3800049, 2.4165, 0.3884888, 2.4165, 0.7404785
