Application:, Trigno Discover (1.7.0)
Date/Time:, 11/4/2024 10:23:56 AM
Collection Length (seconds):, 12.1365
Avanti Sensor 0 (64624), , Avanti Sensor 2 (64680)
sensor mode: 40, , sensor mode: 609
EMG 1 Time Series (s), EMG 1 (mV), ACC X Time Series (s), ACC X (G), ACC Y Time Series (s), ACC Y (G), ACC Z Time Series (s), ACC Z (G), GYRO X Time Series (s), GYRO X (deg/s), GYRO Y Time Series (s), GYRO Y (deg/s), GYRO Z Time Series (s), GYRO Z (deg/s)
, 2148.1481 Hz, , 370.3704 Hz, , 370.3704 Hz, , 370.3704 Hz, , 370.3704 Hz, , 370.3704 Hz, , 370.3704 Hz
0.5032241, 0.0216526, 2.9187, 0.2441406, 2.9187, -0.503418, 2.9187, 0.784668, 2.9187, -3.2317073, 2.9187, 4.7560978, 2.9187, -0.9146342
0.5036897, 0.0063783, 2.9214, 0.2587891, 2.9214, -0.4985352, 2.9214, 0.8076172, 2.9214, -4.0243902, 2.9214, 4.6951222, 2.9214, 0.4268293
0.5041552, -0.0045319, 2.9241, 0.2636719, 2.9241, -0.4941406, 2.9241, 0.8237305, 2.9241, -3.6585367, 2.9241, 4.2682929, 2.9241, 0.9756098
0.5046207, -0.0115816, 2.9268, 0.2460938, 2.9268, -0.4980469, 2.9268, 0.8505859, 2.9268, -2.6829269, 2.9268, 3.9634147, 2.9268, 1.6463414
0.5050862, -0.0196384, 2.9295, 0.25, 2.9295, -0.4995117, 2.9295, 0.8447266, 2.9295, -0.7317073, 2.9295, 4.2073174, 2.9295, 3.2317073
0.5055517, -0.0273594, 2.9322, 0.2797852, 2.9322, -0.4858398, 2.9322, 0.8295898, 2.9322, -0.8536586, 2.9322, 5, 2.9322, 3.9024391
0.5060172, -0.0313878, 2.9349, 0.2861328, 2.9349, -0.4907227, 2.9349, 0.8242188, 2.9349, -1.7682927, 2.9349, 7.8658538, 2.9349, 4.0853658
0.5064828, -0.0290379, 2.9376, 0.2915039, 2.9376, -0.4902344, 2.9376, 0.8330078, 2.9376, -2.5, 2.9376, 8.9024391, 2.9376, 4.2682929
0.5069483, -0.0273594, 2.9403, 0.2958984, 2.9403, -0.4956055, 2.9403, 0.8364258, 2.9403, -1.6463414, 2.9403, 9.2682924, 2.9403, 4.1463413
0.5074138, -0.0288701, 2.943, 0.2958984, 2.943, -0.5024414, 2.943, 0.8427734, 2.943, -1.2804878, 2.943, 8.2317076, 2.943, 3.7195122
0.5078793, -0.0303807, 2.9457, 0.2939453, 2.9457, -0.5063477, 2.9457, 0.847168, 2.9457, -1.3414634, 2.9457, 7.7439027, 2.9457, 3.7804878
0.5083448, -0.0290379, 2.9484, 0.2910156, 2.9484, -0.5039062, 2.9484, 0.855957, 2.9484, -1.8292683, 2.9484, 7.3780489, 2.9484, 3.9634147
0.5088103, -0.0271916, 2.9511, 0.2929688, 2.9511, -0.5048828, 2.9511, 0.8588867, 2.9511, -1.5853659, 2.9511, 7.3780489, 2.9511, 4.2073174
0.5092759, -0.026688, 2.9538, 0.2949219, 2.9538, -0.5083008, 2.9538, 0.8515625, 2.9538, -1.8292683, 2.9538, 8.3536587, 2.9538, 4.5731707
0.5097414, -0.0280308, 2.9565, 0.2929688, 2.9565, -0.5112305, 2.9565, 0.8510742, 2.9565, -1.8292683, 2.9565, 9.1463413, 2.9565, 4.2682929
0.5102069, -0.0293736, 2.9592, 0.2880859, 2.9592, -0.5107422, 2.9592, 0.8496094, 2.9592, -2.0731707, 2.9592, 10.060976, 2.9592, 4.1463413
0.5106724, -0.0303807, 2.9619, 0.2807617, 2.9619, -0.5112305, 2.9619, 0.8486328, 2.9619, -1.8902439, 2.9619, 9.8170738, 2.9619, 4.0853658
0.5111379, -0.0313878, 2.9646, 0.2773438, 2.9646, -0.5102539, 2.9646, 0.8486328, 2.9646, -2.0121951, 2.9646, 9.6951218, 2.9646, 3.7804878
0.5116034, -0.0315557, 2.9673, 0.2709961, 2.9673, -0.5097656, 2.9673, 0.8452148, 2.9673, -2.3780489, 2.9673, 9.5731707, 2.9673, 3.5365853
0.512069, -0.0297093, 2.97, 0.2719727, 2.97, -0.5185547, 2.97, 0.8457031, 2.97, -2.0121951, 2.97, 8.3536587, 2.97, 3.4756098
0.5125345, -0.0276951, 2.9727, 0.2773438, 2.9727, -0.5214844, 2.9727, 0.8432617, 2.9727, -1.8902439, 2.9727, 8.1707315, 2.9727, 3.6585367
0.513, -0.0263523, 2.9754, 0.2792969, 2.9754, -0.5214844, 2.9754, 0.8447266, 2.9754, -1.6463414, 2.9754, 8.3536587, 2.9754, 3.7804878
0.5134655, -0.024506, 2.9781, 0.2895508, 2.9781, -0.5268555, 2.9781, 0.8500977, 2.9781, -1.4634147, 2.9781, 8.4756098, 2.9781, 3.7195122
0.513931, -0.0243381, 2.9808, 0.2905273, 2.9808, -0.5263672, 2.9808, 0.8535156, 2.9808, -0.8536586, 2.9808, 9.0243902, 2.9808, 3.6585367
0.5143966, -0.0251774, 2.9835, 0.2792969, 2.9835, -0.5200195, 2.9835, 0.8608398, 2.9835, -0.4268293, 2.9835, 9.2073174, 2.9835, 3.6585367
0.5148621, -0.0258488, 2.9862, 0.2817383, 2.9862, -0.5185547, 2.9862, 0.8642578, 2.9862, 0.1829268, 2.9862, 9.5121956, 2.9862, 3.8414636
0.5153276, -0.0258488, 2.9889, 0.2807617, 2.9889, -0.5097656, 2.9889, 0.8647461, 2.9889, 0.3048781, 2.9889, 9.3292685, 2.9889, 3.9634147
0.5157931, -0.0250095, 2.9916, 0.2832031, 2.9916, -0.5058594, 2.9916, 0.8662109, 2.9916, 0.4878049, 2.9916, 9.0853662, 2.9916, 4.390244
0.5162586, -0.0243381, 2.9943, 0.2758789, 2.9943, -0.4941406, 2.9943, 0.8710938, 2.9943, 0.1219512, 2.9943, 8.0487804, 2.9943, 4.0853658
0.5167241, -0.0250095, 2.997, 0.2753906, 2.997, -0.496582, 2.997, 0.8745117, 2.997, -0.0609756, 2.997, 7.2560978, 2.997, 4.2073174
0.5171897, -0.0240024, 2.9997, 0.2724609, 2.9997, -0.4907227, 2.9997, 0.8730469, 2.9997, -0.3048781, 2.9997, 6.0365853, 2.9997, 4.3292685
0.5176552, -0.0213169, 3.0024, 0.2763672, 3.0024, -0.4863281, 3.0024, 0.8662109, 3.0024, -0.2439024, 3.0024, 5.5487804, 3.0024, 4.4512196
0.5181207, -0.018967, 3.0051, 0.2739258, 3.0051, -0.4663086, 3.0051, 0.8457031, 3.0051, -1.6463414, 3.0051, 5.4878049, 3.0051, 5.609756
0.5185862, -0.0171206, 3.0078, 0.3740234, 3.0078, -0.4399414, 3.0078, 0.8681641, 3.0078, -6.5243902, 3.0078, 8.3536587, 3.0078, 13.2317076
0.5190517, -0.0159457, 3.0105, 0.3857422, 3.0105, -0.4682617, 3.0105, 0.9326172, 3.0105, -8.5365858, 3.0105, 19.3292694, 3.0105, 8.2317076
0.5195172, -0.0134279, 3.0132, 0.2636719, 3.0132, -0.5224609, 3.0132, 0.9130859, 3.0132, -4.0243902, 3.0132, 17.3780499, 3.0132, 1.5853659
0.5199828, -0.0115816, 3.0159, 0.2387695, 3.0159, -0.5288086, 3.0159, 0.8652344, 3.0159, 2.1341465, 3.0159, 6.890244, 3.0159, 0.5487805
0.5204483, -0.0097353, 3.0186, 0.253418, 3.0186, -0.5180664, 3.0186, 0.8125, 3.0186, 1.7073171, 3.0186, 3.0487804, 3.0186, 2.6219513
0.5209138, -0.0085603, 3.0213, 0.2646484, 3.0213, -0.512207, 3.0213, 0.8217773, 3.0213, -1.2195122, 3.0213, -0.2439024, 3.0213, 4.7560978
0.5213793, -0.0085603, 3.024, 0.2836914, 3.024, -0.4941406, 3.024, 0.871582, 3.024, -2.2560976, 3.024, -1.2195122, 3.024, 5.2439027
0.5218448, -0.0083925, 3.0267, 0.2880859, 3.0267, -0.4868164, 3.0267, 0.8813477, 3.0267, -1.3414634, 3.0267, -1.5243902, 3.0267, 5.9146342
0.5223103, -0.0065461, 3.0294, 0.3530273, 3.0294, -0.4560547, 3.0294, 0.8842773, 3.0294, -2.6829269, 3.0294, 1.9512196, 3.0294, 9.5731707
0.5227759, -0.005539, 3.0321, 0.3789062, 3.0321, -0.4633789, 3.0321, 0.9086914, 3.0321, -5.0609756, 3.0321, 14.3292685, 3.0321, 9.4512196
0.5232414, -0.0070497, 3.0348, 0.3139648, 3.0348, -0.4926758, 3.0348, 0.9106445, 3.0348, -1.7682927, 3.0348, 15.9756098, 3.0348, 2.6829269
0.5237069, -0.0083925, 3.0375, 0.2861328, 3.0375, -0.4980469, 3.0375, 0.887207, 3.0375, -0.4268293, 3.0375, 13.4756098, 3.0375, 2.195122
0.5241724, -0.008896, 3.0402, 0.2768555, 3.0402, -0.4970703, 3.0402, 0.8432617, 3.0402, -0.6097561, 3.0402, 9.5731707, 3.0402, 3.9634147
0.5246379, -0.017792, 3.0429, 0.2802734, 3.0429, -0.4912109, 3.0429, 0.8320312, 3.0429, -1.5853659, 3.0429, 8.780488, 3.0429, 4.8780489
0.5251034, -0.0424659, 3.0456, 0.3032227, 3.0456, -0.4663086, 3.0456, 0.847168, 3.0456, -3.1097562, 3.0456, 13.0487804, 3.0456, 9.9390249
0.525569, -0.0609293, 3.0483, 0.3491211, 3.0483, -0.465332, 3.0483, 0.8657227, 3.0483, -4.0853658, 3.0483, 19.8170738, 3.0483, 11.9512196
0.5260345, -0.0565652, 3.051, 0.3266602, 3.051, -0.4755859, 3.051, 0.9091797, 3.051, -2.7439024, 3.051, 22.6219521, 3.051, 5.4878049
0.5265, -0.0392767, 3.0537, 0.2792969, 3.0537, -0.4887695, 3.0537, 0.8710938, 3.0537, -1.097561, 3.0537, 18.9634151, 3.0537, 4.0853658
0.5269655, -0.023331, 3.0564, 0.2993164, 3.0564, -0.484375, 3.0564, 0.8452148, 3.0564, 0.3658537, 3.0564, 17.560976, 3.0564, 7.5609756
0.527431, -0.0119173, 3.0591, 0.3129883, 3.0591, -0.4741211, 3.0591, 0.8339844, 3.0591, -0.3658537, 3.0591, 20.4268303, 3.0591, 8.841464
0.5278966, -0.0038605, 3.0618, 0.2949219, 3.0618, -0.4726562, 3.0618, 0.8520508, 3.0618, -1.5853659, 3.0618, 23.2317085, 3.0618, 8.5975609
0.5283621, 0.0060426, 3.0645, 0.2958984, 3.0645, -0.4731445, 3.0645, 0.8574219, 3.0645, -0.5487805, 3.0645, 22.9878063, 3.0645, 10.5487804
0.5288276, 0.0182956, 3.0672, 0.3105469, 3.0672, -0.4819336, 3.0672, 0.8466797, 3.0672, 0.6097561, 3.0672, 21.2195129, 3.0672, 8.9024391
0.5292931, 0.0292058, 3.0699, 0.2749023, 3.0699, -0.4926758, 3.0699, 0.840332, 3.0699, 0.3048781, 3.0699, 20.9146347, 3.0699, 7.2560978
0.5297586, 0.0374304, 3.0726, 0.2675781, 3.0726, -0.4946289, 3.0726, 0.8320312, 3.0726, 0.3658537, 3.0726, 19.1463413, 3.0726, 8.3536587
0.5302241, 0.0421302, 3.0753, 0.2895508, 3.0753, -0.5048828, 3.0753, 0.8291016, 3.0753, 0.4268293, 3.0753, 18.4756107, 3.0753, 8.5975609
0.5306897, 0.0448157, 3.078, 0.2978516, 3.078, -0.5029297, 3.078, 0.8232422, 3.078, 0.5487805, 3.078, 18.8414631, 3.078, 9.2682924
0.5311552, 0.043473, 3.0807, 0.2900391, 3.0807, -0.4887695, 3.0807, 0.8261719, 3.0807, 0.1219512, 3.0807, 18.9024391, 3.0807, 9.3292685
0.5316207, 0.0364233, 3.0834, 0.2866211, 3.0834, -0.4794922, 3.0834, 0.8271484, 3.0834, 0.6097561, 3.0834, 18.5975609, 3.0834, 9.6951218
0.5320862, 0.0293736, 3.0861, 0.2851562, 3.0861, -0.4755859, 3.0861, 0.8286133, 3.0861, 0.1829268, 3.0861, 16.6463413, 3.0861, 10
0.5325517, 0.0251774, 3.0888, 0.2890625, 3.0888, -0.4760742, 3.0888, 0.8212891, 3.0888, -0.0609756, 3.0888, 15.4878054, 3.0888, 9.5121956
0.5330172, 0.0209812, 3.0915, 0.2895508, 3.0915, -0.4829102, 3.0915, 0.8256836, 3.0915, -0.6707317, 3.0915, 13.4146347, 3.0915, 8.2317076
0.5334828, 0.0179599, 3.0942, 0.2944336, 3.0942, -0.4868164, 3.0942, 0.8291016, 3.0942, -0.6707317, 3.0942, 13.5975609, 3.0942, 9.0243902
0.5339483, 0.0166171, 3.0969, 0.309082, 3.0969, -0.496582, 3.0969, 0.8286133, 3.0969, -0.9756098, 3.0969, 13.0487804, 3.0969, 7.0731707
0.5344138, 0.0125887, 3.0996, 0.2924805, 3.0996, -0.496582, 3.0996, 0.8378906, 3.0996, -0.6707317, 3.0996, 11.8292685, 3.0996, 6.0365853
0.5348793, 0.0075532, 3.1023, 0.2910156, 3.1023, -0.4916992, 3.1023, 0.8310547, 3.1023, 0.2439024, 3.1023, 10.4878054, 3.1023, 5.9756098
0.5353448, 0.0025177, 3.105, 0.2880859, 3.105, -0.4902344, 3.105, 0.8276367, 3.105, 0, 3.105, 10.4268293, 3.105, 6.0365853
0.5358103, -0.002182, 3.1077, 0.2836914, 3.1077, -0.484375, 3.1077, 0.8242188, 3.1077, -0.1829268, 3.1077, 11.4024391, 3.1077, 6.9512196
0.5362759, -0.0070497, 3.1104, 0.293457, 3.1104, -0.4833984, 3.1104, 0.8398438, 3.1104, -0.3658537, 3.1104, 11.7682934, 3.1104, 7.7439027
0.5367414, -0.0115816, 3.1131, 0.3017578, 3.1131, -0.4794922, 3.1131, 0.8422852, 3.1131, -0.0609756, 3.1131, 12.8048782, 3.1131, 7.8048782
0.5372069, -0.0152743, 3.1158, 0.3007812, 3.1158, -0.4824219, 3.1158, 0.8359375, 3.1158, -0.0609756, 3.1158, 11.8292685, 3.1158, 6.890244
0.5376724, -0.0176242, 3.1185, 0.2993164, 3.1185, -0.4819336, 3.1185, 0.8291016, 3.1185, -0.1219512, 3.1185, 9.5121956, 3.1185, 5.7926831
0.5381379, -0.0191348, 3.1212, 0.3115234, 3.1212, -0.4833984, 3.1212, 0.8208008, 3.1212, -0.5487805, 3.1212, 9.2073174, 3.1212, 6.1585369
0.5386034, -0.0223239, 3.1239, 0.3134766, 3.1239, -0.4799805, 3.1239, 0.8227539, 3.1239, -1.0365853, 3.1239, 10.8536587, 3.1239, 6.5243902
0.539069, -0.0240024, 3.1266, 0.3041992, 3.1266, -0.484375, 3.1266, 0.8300781, 3.1266, -0.9146342, 3.1266, 12.9878054, 3.1266, 6.5853658
0.5395345, -0.0253452, 3.1293, 0.2963867, 3.1293, -0.4858398, 3.1293, 0.8339844, 3.1293, -0.7926829, 3.1293, 13.1097565, 3.1293, 6.8292685
0.54, -0.0270237, 3.132, 0.2939453, 3.132, -0.4921875, 3.132, 0.840332, 3.132, -0.6707317, 3.132, 13.7195129, 3.132, 7.0731707
0.5404655, -0.0281987, 3.1347, 0.293457, 3.1347, -0.4921875, 3.1347, 0.8369141, 3.1347, -0.7926829, 3.1347, 14.0853662, 3.1347, 6.9512196
0.540931, -0.0293736, 3.1374, 0.2895508, 3.1374, -0.4912109, 3.1374, 0.8378906, 3.1374, -0.6707317, 3.1374, 15.3658543, 3.1374, 7.3780489
0.5413966, -0.030045, 3.1401, 0.293457, 3.1401, -0.4848633, 3.1401, 0.8398438, 3.1401, -0.3048781, 3.1401, 17.1951218, 3.1401, 7.7439027
0.5418621, -0.0305486, 3.1428, 0.2802734, 3.1428, -0.4931641, 3.1428, 0.8481445, 3.1428, -1.0365853, 3.1428, 16.7682934, 3.1428, 5.670732
0.5423276, -0.0307164, 3.1455, 0.25, 3.1455, -0.5043945, 3.1455, 0.8520508, 3.1455, -1.2804878, 3.1455, 14.5121956, 3.1455, 4.2073174
0.5427931, -0.030045, 3.1482, 0.2509766, 3.1482, -0.5048828, 3.1482, 0.8481445, 3.1482, -0.6707317, 3.1482, 10.4268293, 3.1482, 3.9634147
0.5432586, -0.0298772, 3.1509, 0.277832, 3.1509, -0.4990234, 3.1509, 0.8491211, 3.1509, -0.2439024, 3.1509, 10.6097565, 3.1509, 4.390244
0.5437241, -0.0298772, 3.1536, 0.2890625, 3.1536, -0.4980469, 3.1536, 0.8525391, 3.1536, -0.2439024, 3.1536, 13.9024391, 3.1536, 5
0.5441897, -0.026688, 3.1563, 0.2910156, 3.1563, -0.503418, 3.1563, 0.8608398, 3.1563, -0.5487805, 3.1563, 14.5121956, 3.1563, 4.1463413
0.5446552, -0.0218204, 3.159, 0.2861328, 3.159, -0.503418, 3.159, 0.862793, 3.159, 0.2439024, 3.159, 13.4756098, 3.159, 3.2926829
0.5451207, -0.0174563, 3.1617, 0.2856445, 3.1617, -0.5043945, 3.1617, 0.8447266, 3.1617, 0.7317073, 3.1617, 13.841464, 3.1617, 3.3536587
0.5455862, -0.0159457, 3.1644, 0.2827148, 3.1644, -0.5039062, 3.1644, 0.8349609, 3.1644, 1.097561, 3.1644, 15.1829271, 3.1644, 4.5121951
0.5460517, -0.0154421, 3.1671, 0.2783203, 3.1671, -0.5009766, 3.1671, 0.8330078, 3.1671, 0.9146342, 3.1671, 15.7317076, 3.1671, 4.6341462
0.5465172, -0.014435, 3.1698, 0.2739258, 3.1698, -0.5019531, 3.1698, 0.8344727, 3.1698, 1.1585366, 3.1698, 15.3048782, 3.1698, 4.6951222
0.5469828, -0.0129244, 3.1725, 0.2734375, 3.1725, -0.4941406, 3.1725, 0.8320312, 3.1725, 1.5243902, 3.1725, 14.9390249, 3.1725, 6.280488
0.5474483, -0.0125887, 3.1752, 0.2753906, 3.1752, -0.4882812, 3.1752, 0.8339844, 3.1752, 1.402439, 3.1752, 13.7195129, 3.1752, 6.1585369
0.5479138, -0.0149386, 3.1779, 0.2661133, 3.1779, -0.4838867, 3.1779, 0.8325195, 3.1779, 1.2804878, 3.1779, 11.280488, 3.1779, 6.4024391
0.5483793, -0.018967, 3.1806, 0.2670898, 3.1806, -0.4755859, 3.1806, 0.828125, 3.1806, 1.097561, 3.1806, 11.4024391, 3.1806, 7.4390244
0.5488448, -0.0219883, 3.1833, 0.2753906, 3.1833, -0.4746094, 3.1833, 0.8305664, 3.1833, 0.1219512, 3.1833, 11.8292685, 3.1833, 8.9634151
0.5493103, -0.0228275, 3.186, 0.2729492, 3.186, -0.4780273, 3.186, 0.8374023, 3.186, -0.5487805, 3.186, 11.219512, 3.186, 8.4146347
0.5497759, -0.0206455, 3.1887, 0.2651367, 3.1887, -0.4785156, 3.1887, 0.8334961, 3.1887, -0.6707317, 3.1887, 9.5121956, 3.1887, 8.1097565
0.5502414, -0.01561, 3.1914, 0.262207, 3.1914, -0.4794922, 3.1914, 0.8325195, 3.1914, -0.6707317, 3.1914, 8.9024391, 3.1914, 8.1097565
0.5507069, -0.0115816, 3.1941, 0.2568359, 3.1941, -0.480957, 3.1941, 0.8349609, 3.1941, -1.2195122, 3.1941, 8.0487804, 3.1941, 7.7439027
0.5511724, -0.0092317, 3.1968, 0.2597656, 3.1968, -0.4824219, 3.1968, 0.8359375, 3.1968, -1.2804878, 3.1968, 7.5609756, 3.1968, 7.6829271
0.5516379, -0.0073854, 3.1995, 0.2602539, 3.1995, -0.4853516, 3.1995, 0.8442383, 3.1995, -1.402439, 3.1995, 7.5609756, 3.1995, 7.9878049
0.5521034, -0.0028534, 3.2022, 0.2617188, 3.2022, -0.4912109, 3.2022, 0.8608398, 3.2022, -1.7682927, 3.2022, 7.7439027, 3.2022, 7.8658538
0.552569, 0.0025177, 3.2049, 0.2617188, 3.2049, -0.4951172, 3.2049, 0.8598633, 3.2049, -1.7073171, 3.2049, 7.7439027, 3.2049, 6.6463418
0.5530345, 0.0048676, 3.2076, 0.2651367, 3.2076, -0.4985352, 3.2076, 0.8696289, 3.2076, -1.4634147, 3.2076, 7.5, 3.2076, 6.6463418
0.5535, 0.0062104, 3.2103, 0.2680664, 3.2103, -0.4975586, 3.2103, 0.8666992, 3.2103, -1.1585366, 3.2103, 7.9268293, 3.2103, 5.9756098
0.5539655, 0.0045319, 3.213, 0.2661133, 3.213, -0.4936523, 3.213, 0.8652344, 3.213, -1.6463414, 3.213, 7.8658538, 3.213, 6.3414636
0.554431, -0.005539, 3.2157, 0.2709961, 3.2157, -0.4951172, 3.2157, 0.8681641, 3.2157, -2.2560976, 3.2157, 7.7439027, 3.2157, 6.4024391
0.5548966, -0.0149386, 3.2184, 0.2729492, 3.2184, -0.4863281, 3.2184, 0.8725586, 3.2184, -2.1341465, 3.2184, 6.8292685, 3.2184, 5.4878049
0.5553621, -0.0172885, 3.2211, 0.2685547, 3.2211, -0.4897461, 3.2211, 0.8710938, 3.2211, -2.3170731, 3.2211, 6.1585369, 3.2211, 5.3048782
0.5558276, -0.0149386, 3.2238, 0.262207, 3.2238, -0.4916992, 3.2238, 0.871582, 3.2238, -2.1341465, 3.2238, 4.8780489, 3.2238, 5
0.5562931, -0.011078, 3.2265, 0.2568359, 3.2265, -0.4926758, 3.2265, 0.871582, 3.2265, -2.4390244, 3.2265, 4.3292685, 3.2265, 5.2439027
0.5567586, -0.0063783, 3.2292, 0.2631836, 3.2292, -0.4931641, 3.2292, 0.875, 3.2292, -1.5853659, 3.2292, 3.2926829, 3.2292, 4.9390244
0.5572241, -0.0016785, 3.2319, 0.2607422, 3.2319, -0.4892578, 3.2319, 0.8720703, 3.2319, -1.402439, 3.2319, 3.2317073, 3.2319, 4.9390244
0.5576897, 0.0025177, 3.2346, 0.2695312, 3.2346, -0.4931641, 3.2346, 0.8720703, 3.2346, -0.8536586, 3.2346, 3.6585367, 3.2346, 4.3292685
0.5581552, 0.0048676, 3.2373, 0.2631836, 3.2373, -0.4902344, 3.2373, 0.8710938, 3.2373, -0.7926829, 3.2373, 3.7804878, 3.2373, 4.390244
0.5586207, 0.0038605, 3.24, 0.2612305, 3.24, -0.4936523, 3.24, 0.8740234, 3.24, 0, 3.24, 4.4512196, 3.24, 4.4512196
0.5590862, 0.002182, 3.2427, 0.2612305, 3.2427, -0.4907227, 3.2427, 0.8774414, 3.2427, -0.3658537, 3.2427, 4.6341462, 3.2427, 4.6341462
0.5595517, 0.0011749, 3.2454, 0.2631836, 3.2454, -0.4897461, 3.2454, 0.8735352, 3.2454, 0.6097561, 3.2454, 4.6341462, 3.2454, 4.3292685
0.5600172, -0.0001678, 3.2481, 0.2641602, 3.2481, -0.4907227, 3.2481, 0.8730469, 3.2481, 0.8536586, 3.2481, 4.7560978, 3.2481, 4.3292685
0.5604828, -0.0031891, 3.2508, 0.2631836, 3.2508, -0.4882812, 3.2508, 0.8671875, 3.2508, 0.8536586, 3.2508, 5.4268293, 3.2508, 3.7804878
0.5609483, -0.0077211, 3.2535, 0.2675781, 3.2535, -0.487793, 3.2535, 0.8725586, 3.2535, 0.3658537, 3.2535, 6.0365853, 3.2535, 3.7195122
0.5614138, -0.0119173, 3.2562, 0.2709961, 3.2562, -0.4902344, 3.2562, 0.8681641, 3.2562, 0.9146342, 3.2562, 6.6463418, 3.2562, 2.9268293
0.5618793, -0.0157778, 3.2589, 0.2675781, 3.2589, -0.4921875, 3.2589, 0.8666992, 3.2589, 0.4268293, 3.2589, 6.890244, 3.2589, 2.8658538
0.5623448, -0.0176242, 3.2616, 0.2666016, 3.2616, -0.4975586, 3.2616, 0.8666992, 3.2616, 0.7317073, 3.2616, 6.9512196, 3.2616, 2.3170731
0.5628103, -0.01561, 3.2643, 0.2631836, 3.2643, -0.5043945, 3.2643, 0.8735352, 3.2643, 0.5487805, 3.2643, 7.3780489, 3.2643, 2.195122
0.5632759, -0.0092317, 3.267, 0.2587891, 3.267, -0.503418, 3.267, 0.8720703, 3.267, 0.6097561, 3.267, 7.9878049, 3.267, 2.0121951
0.5637414, -0.0035248, 3.2697, 0.2597656, 3.2697, -0.5063477, 3.2697, 0.8720703, 3.2697, 1.2195122, 3.2697, 8.719512, 3.2697, 1.8902439
0.5642069, 0.0011749, 3.2724, 0.2617188, 3.2724, -0.5039062, 3.2724, 0.8701172, 3.2724, 1.2195122, 3.2724, 9.3292685, 3.2724, 2.2560976
0.5646724, 0.0058747, 3.2751, 0.2631836, 3.2751, -0.5004883, 3.2751, 0.8647461, 3.2751, 1.2195122, 3.2751, 11.4024391, 3.2751, 2.1341465
0.5651379, 0.011078, 3.2778, 0.2631836, 3.2778, -0.4960938, 3.2778, 0.8623047, 3.2778, 1.2804878, 3.2778, 12.3780489, 3.2778, 2.195122
0.5656034, 0.0139315, 3.2805, 0.2563477, 3.2805, -0.4819336, 3.2805, 0.8540039, 3.2805, 1.2804878, 3.2805, 14.1463413, 3.2805, 1.8292683
0.566069, 0.0105745, 3.2832, 0.2436523, 3.2832, -0.4833984, 3.2832, 0.8510742, 3.2832, 1.097561, 3.2832, 14.7560978, 3.2832, 1.5243902
0.5665345, 0.0052033, 3.2859, 0.2294922, 3.2859, -0.4794922, 3.2859, 0.8500977, 3.2859, 0.9756098, 3.2859, 14.2073174, 3.2859, 0.8536586
0.567, 0.0011749, 3.2886, 0.2192383, 3.2886, -0.4848633, 3.2886, 0.8466797, 3.2886, 0.8536586, 3.2886, 13.3536587, 3.2886, 0.4878049
0.5674655, -0.0008392, 3.2913, 0.2197266, 3.2913, -0.4838867, 3.2913, 0.8510742, 3.2913, 0.8536586, 3.2913, 11.7682934, 3.2913, 0.3658537
0.567931, -0.0028534, 3.294, 0.2246094, 3.294, -0.4829102, 3.294, 0.8505859, 3.294, 0.3658537, 3.294, 10.9146347, 3.294, 0.6707317
0.5683966, -0.0070497, 3.2967, 0.2329102, 3.2967, -0.484375, 3.2967, 0.8520508, 3.2967, 0.7926829, 3.2967, 9.6341467, 3.2967, 0.7317073
0.5688621, -0.012253, 3.2994, 0.2319336, 3.2994, -0.4780273, 3.2994, 0.8530273, 3.2994, 0.2439024, 3.2994, 9.6341467, 3.2994, 0.3658537
0.5693276, -0.014435, 3.3021, 0.2299805, 3.3021, -0.4804688, 3.3021, 0.8491211, 3.3021, -0.3048781, 3.3021, 9.5731707, 3.3021, -0.3658537
0.5697931, -0.0130922, 3.3048, 0.2231445, 3.3048, -0.4892578, 3.3048, 0.8525391, 3.3048, -0.3658537, 3.3048, 9.6951218, 3.3048, -0.5487805
0.5702586, -0.0105745, 3.3075, 0.2216797, 3.3075, -0.4926758, 3.3075, 0.8540039, 3.3075, -1.0365853, 3.3075, 9.0853662, 3.3075, -1.2195122
0.5707241, -0.0095674, 3.3102, 0.2202148, 3.3102, -0.4975586, 3.3102, 0.8608398, 3.3102, -0.7926829, 3.3102, 8.719512, 3.3102, -1.2804878
0.5711897, -0.0070497, 3.3129, 0.2280273, 3.3129, -0.5, 3.3129, 0.8632812, 3.3129, -0.3658537, 3.3129, 8.4146347, 3.3129, -0.6097561
0.5716552, -0.0025177, 3.3156, 0.2407227, 3.3156, -0.5004883, 3.3156, 0.8647461, 3.3156, -0.5487805, 3.3156, 8.4756098, 3.3156, -1.097561
0.5721207, -0.0046998, 3.3183, 0.2441406, 3.3183, -0.4985352, 3.3183, 0.8608398, 3.3183, -0.4268293, 3.3183, 8.9024391, 3.3183, -1.2195122
0.5725862, -0.0159457, 3.321, 0.2426758, 3.321, -0.5, 3.321, 0.8642578, 3.321, -0.6097561, 3.321, 9.6341467, 3.321, -1.9512196
0.5730517, -0.0250095, 3.3237, 0.2373047, 3.3237, -0.5043945, 3.3237, 0.8666992, 3.3237, -0.4268293, 3.3237, 10.3048782, 3.3237, -2.0731707
0.5735172, -0.0258488, 3.3264, 0.2314453, 3.3264, -0.5053711, 3.3264, 0.8706055, 3.3264, 0, 3.3264, 11.5243902, 3.3264, -2.2560976
