Application:, Trigno Discover (1.7.0)
Date/Time:, 11/4/2024 10:23:56 AM
Collection Length (seconds):, 12.1365
Avanti Sensor 0 (64624), , Avanti Sensor 2 (64680)
sensor mode: 40, , sensor mode: 609
EMG 1 Time Series (s), EMG 1 (mV), ACC X Time Series (s), ACC X (G), ACC Y Time Series (s), ACC Y (G), ACC Z Time Series (s), ACC Z (G), GYRO X Time Series (s), GYRO X (deg/s), GYRO Y Time Series (s), GYRO Y (deg/s), GYRO Z Time Series (s), GYRO Z (deg/s)
, 2148.1481 Hz, , 370.3704 Hz, , 370.3704 Hz, , 370.3704 Hz, , 370.3704 Hz, , 370.3704 Hz, , 370.3704 Hz
8.2363966, -0.2541238, , , , , , , , , , , , 
8.2368621, -0.3353628, , , , , , , , , , , , 
8.2373276, -0.3298238, , , , , , , , , , , , 
8.2377931, -0.2683909, , , , , , , , , , , , 
8.2382586, -0.2757763, , , , , , , , , , , , 
8.2387241, -0.4493324, , , , , , , , , , , , 
8.2391897, -0.709163, , , , , , , , , , , , 
8.2396552, -0.8360571, , , , , , , , , , , , 
8.2401207, -0.6448768, , , , , , , , , , , , 
8.2405862, -0.1505608, , , , , , , , , , , , 
8.2410517, 0.3929351, , , , , , , , , , , , 
8.2415172, 0.6940566, , , , , , , , , , , , 
8.2419828, 0.6126497, , , , , , , , , , , , 
8.2424483, 0.2452277, , , , , , , , , , , , 
8.2429138, -0.0820783, , , , , , , , , , , , 
8.2433793, -0.1367971, , , , , , , , , , , , 
8.2438448, 0.0726787, , , , , , , , , , , , 
8.2443103, 0.4268406, , , , , , , , , , , , 
8.2447759, 0.72813, , , , , , , , , , , , 
8.2452414, 0.8189364, , , , , , , , , , , , 
8.2457069, 0.6970779, , , , , , , , , , , , 
8.2461724, 0.4884413, , , , , , , , , , , , 
8.2466379, 0.3029679, , , , , , , , , , , , 
8.2471034, 0.1787594, , , , , , , , , , , , 
8.247569, 0.1305867, , , , , , , , , , , , 
8.2480345, 0.1795987, , , , , , , , , , , , 
8.2485, 0.2871901, , , , , , , , , , , , 
8.2489655, 0.3993133, , , , , , , , , , , , 
8.249431, 0.4973373, , , , , , , , , , , , 
8.2498966, 0.4318761, , , , , , , , , , , , 
8.2503621, -0.1654994, , , , , , , , , , , , 
8.2508276, -1.2138857, , , , , , , , , , , , 
8.2512931, -1.9655146, , , , , , , , , , , , 
8.2517586, -1.8330816, , , , , , , , , , , , 
8.2522241, -0.8971542, , , , , , , , , , , , 
8.2526897, 0.2536202, , , , , , , , , , , , 
8.2531552, 1.0027314, , , , , , , , , , , , 
8.2536207, 1.183505, , , , , , , , , , , , 
8.2540862, 0.9488518, , , , , , , , , , , , 
8.2545517, 0.5394675, , , , , , , , , , , , 
8.2550172, 0.1666743, , , , , , , , , , , , 
8.2554828, -0.0652934, , , , , , , , , , , , 
8.2559483, -0.1663386, , , , , , , , , , , , 
8.2564138, -0.1955444, , , , , , , , , , , , 
8.2568793, -0.2029297, , , , , , , , , , , , 
8.2573448, -0.216022, , , , , , , , , , , , 
8.2578103, -0.2331426, , , , , , , , , , , , 
8.2582759, -0.2640269, , , , , , , , , , , , 
8.2587414, -0.3660792, , , , , , , , , , , , 
8.2592069, -0.51664, , , , , , , , , , , , 
8.2596724, -0.7088273, , , , , , , , , , , , 
8.2601379, -1.0158236, , , , , , , , , , , , 
8.2606034, -1.3228199, , , , , , , , , , , , 
8.261069, -1.4007019, , , , , , , , , , , , 
8.2615345, -1.232517, , , , , , , , , , , , 
8.262, -0.8867475, , , , , , , , , , , , 
8.2624655, -0.4436255, , , , , , , , , , , , 
8.262931, -0.1767453, , , , , , , , , , , , 
8.2633966, -0.2558022, , , , , , , , , , , , 
8.2638621, -0.5109331, , , , , , , , , , , , 
8.2643276, -0.541146, , , , , , , , , , , , 
8.2647931, -0.1643244, , , , , , , , , , , , 
8.2652586, 0.4657816, , , , , , , , , , , , 
8.2657241, 1.0980697, , , , , , , , , , , , 
8.2661897, 1.5658656, , , , , , , , , , , , 
8.2666552, 1.7280079, , , , , , , , , , , , 
8.2671207, 1.5447166, , , , , , , , , , , , 
8.2675862, 1.1969329, , , , , , , , , , , , 
8.2680517, 0.9043717, , , , , , , , , , , , 
8.2685172, 0.7645533, , , , , , , , , , , , 
8.2689828, 0.7699245, , , , , , , , , , , , 
8.2694483, 0.8061799, , , , , , , , , , , , 
8.2699138, 0.7509575, , , , , , , , , , , , 
8.2703793, 0.5896544, , , , , , , , , , , , 
8.2708448, 0.3868925, , , , , , , , , , , , 
8.2713103, 0.1874876, , , , , , , , , , , , 
8.2717759, 0.0065461, , , , , , , , , , , , 
8.2722414, -0.1418326, , , , , , , , , , , , 
8.2727069, -0.2673838, , , , , , , , , , , , 
8.2731724, -0.3736324, , , , , , , , , , , , 
8.2736379, -0.4536965, , , , , , , , , , , , 
8.2741034, -0.5104295, , , , , , , , , , , , 
8.274569, -0.5473564, , , , , , , , , , , , 
8.2750345, -0.5738766, , , , , , , , , , , , 
8.2755, -0.554406, , , , , , , , , , , , 
8.2759655, -0.2690623, , , , , , , , , , , , 
8.276431, 0.3058213, , , , , , , , , , , , 
8.2768966, 0.6705577, , , , , , , , , , , , 
8.2773621, 0.5413138, , , , , , , , , , , , 
8.2778276, 0.1092699, , , , , , , , , , , , 
8.2782931, -0.4758526, , , , , , , , , , , , 
8.2787586, -1.0663462, , , , , , , , , , , , 
8.2792241, -1.4339361, , , , , , , , , , , , 
8.2796897, -1.3698177, , , , , , , , , , , , 
8.2801552, -0.8786908, , , , , , , , , , , , 
8.2806207, -0.2294499, , , , , , , , , , , , 
8.2810862, 0.300618, , , , , , , , , , , , 
8.2815517, 0.6337987, , , , , , , , , , , , 
8.2820172, 0.7974517, , , , , , , , , , , , 
8.2824828, 0.7714351, , , , , , , , , , , , 
8.2829483, 0.5829404, , , , , , , , , , , , 
8.2834138, 0.352987, , , , , , , , , , , , 
8.2838793, 0.1775845, , , , , , , , , , , , 
8.2843448, 0.0674754, , , , , , , , , , , , 
8.2848103, -0.0050355, , , , , , , , , , , , 
8.2852759, -0.0602579, , , , , , , , , , , , 
8.2857414, -0.0370947, , , , , , , , , , , , 
8.2862069, 0.1542535, , , , , , , , , , , , 
8.2866724, 0.3788357, , , , , , , , , , , , 
8.2871379, 0.4365759, , , , , , , , , , , , 
8.2876034, 0.2885328, , , , , , , , , , , , 
8.288069, -0.0068818, , , , , , , , , , , , 
8.2885345, -0.339559, , , , , , , , , , , , 
8.289, -0.5701839, , , , , , , , , , , , 
8.2894655, -0.6247349, , , , , , , , , , , , 
8.289931, -0.557763, , , , , , , , , , , , 
8.2903966, -0.462089, , , , , , , , , , , , 
8.2908621, -0.3526513, , , , , , , , , , , , 
8.2913276, -0.1613031, , , , , , , , , , , , 
8.2917931, -0.0028534, , , , , , , , , , , , 
8.2922586, -0.0409552, , , , , , , , , , , , 
8.2927241, -0.2942397, , , , , , , , , , , , 
8.2931897, -0.6661936, , , , , , , , , , , , 
8.2936552, -0.9945068, , , , , , , , , , , , 
8.2941207, -1.2328527, , , , , , , , , , , , 
8.2945862, -1.4070802, , , , , , , , , , , , 
8.2950517, -1.4200046, , , , , , , , , , , , 
8.2955172, -1.1653773, , , , , , , , , , , , 
8.2959828, -0.8137331, , , , , , , , , , , , 
8.2964483, -0.5057298, , , , , , , , , , , , 
8.2969138, -0.1025559, , , , , , , , , , , , 
8.2973793, 0.4669566, , , , , , , , , , , , 
8.2978448, 1.0886702, , , , , , , , , , , , 
8.2983103, 1.6323339, , , , , , , , , , , , 
8.2987759, 1.947219, , , , , , , , , , , , 
8.2992414, 1.92607, , , , , , , , , , , , 
8.2997069, 1.6276341, , , , , , , , , , , , 
8.3001724, 1.2368811, , , , , , , , , , , , 
8.3006379, 0.8941329, , , , , , , , , , , , 
8.3011034, 0.6851606, , , , , , , , , , , , 
8.301569, 0.6487373, , , , , , , , , , , , 
8.3020345, 0.570016, , , , , , , , , , , , 
8.3025, 0.2754406, , , , , , , , , , , , 
8.3029655, -0.0850996, , , , , , , , , , , , 
8.303431, -0.2537881, , , , , , , , , , , , 
8.3038966, -0.1717098, , , , , , , , , , , , 
8.3043621, 0.0216526, , , , , , , , , , , , 
8.3048276, 0.1858091, , , , , , , , , , , , 
8.3052931, 0.2422065, , , , , , , , , , , , 
8.3057586, 0.1787594, , , , , , , , , , , , 
8.3062241, 0.0621042, , , , , , , , , , , , 
8.3066897, -0.0251774, , , , , , , , , , , , 
8.3071552, -0.0602579, , , , , , , , , , , , 
8.3076207, -0.0565652, , , , , , , , , , , , 
8.3080862, -0.0862745, , , , , , , , , , , , 
8.3085517, -0.2166934, , , , , , , , , , , , 
8.3090172, -0.3761501, , , , , , , , , , , , 
8.3094828, -0.5339284, , , , , , , , , , , , 
8.3099483, -0.7111772, , , , , , , , , , , , 
8.3104138, -0.8948043, , , , , , , , , , , , 
8.3108793, -1.0237125, , , , , , , , , , , , 
8.3113448, -0.9283742, , , , , , , , , , , , 
8.3118103, -0.5696803, , , , , , , , , , , , 
8.3122759, -0.0897993, , , , , , , , , , , , 
8.3127414, 0.50103, , , , , , , , , , , , 
8.3132069, 1.1173724, , , , , , , , , , , , 
8.3136724, 1.34934, , , , , , , , , , , , 
8.3141379, 1.1435569, , , , , , , , , , , , 
8.3146034, 0.8743267, , , , , , , , , , , , 
8.315069, 0.5638056, , , , , , , , , , , , 
8.3155345, -0.0621042, , , , , , , , , , , , 
8.316, -0.8830549, , , , , , , , , , , , 
8.3164655, -1.4859693, , , , , , , , , , , , 
8.316931, -1.6007782, , , , , , , , , , , , 
8.3173966, -1.2590372, , , , , , , , , , , , 
8.3178621, -0.680293, , , , , , , , , , , , 
8.3183276, -0.073518, , , , , , , , , , , , 
8.3187931, 0.3925994, , , , , , , , , , , , 
8.3192586, 0.6222171, , , , , , , , , , , , 
8.3197241, 0.6129854, , , , , , , , , , , , 
8.3201897, 0.3719539, , , , , , , , , , , , 
8.3206552, -0.0631113, , , , , , , , , , , , 
8.3211207, -0.4261692, , , , , , , , , , , , 
8.3215862, -0.5006943, , , , , , , , , , , , 
8.3220517, -0.3942779, , , , , , , , , , , , 
8.3225172, -0.2749371, , , , , , , , , , , , 
8.3229828, -0.1910124, , , , , , , , , , , , 
8.3234483, -0.1361257, , , , , , , , , , , , 
8.3239138, -0.1149767, , , , , , , , , , , , 
8.3243793, -0.1044022, , , , , , , , , , , , 
8.3248448, 0.0112459, , , , , , , , , , , , 
8.3253103, 0.2390173, , , , , , , , , , , , 
8.3257759, 0.3563439, , , , , , , , , , , , 
8.3262414, 0.0562295, , , , , , , , , , , , 
8.3267069, -0.724773, , , , , , , , , , , , 
8.3271724, -1.6346838, , , , , , , , , , , , 
8.3276379, -2.1368887, , , , , , , , , , , , 
8.3281034, -1.8800793, , , , , , , , , , , , 
8.328569, -0.9762112, , , , , , , , , , , , 
8.3290345, 0.1807736, , , , , , , , , , , , 
8.3295, 1.1532921, , , , , , , , , , , , 
8.3299655, 1.6699321, , , , , , , , , , , , 
8.330431, 1.7387503, , , , , , , , , , , , 
8.3308966, 1.5044327, , , , , , , , , , , , 
8.3313621, 1.0831312, , , , , , , , , , , , 
8.3318276, 0.6238956, , , , , , , , , , , , 
8.3322931, 0.2740978, , , , , , , , , , , , 
8.3327586, 0.0965133, , , , , , , , , , , , 
8.3332241, 0.0162814, , , , , , , , , , , , 
8.3336897, -0.0354162, , , , , , , , , , , , 
8.3341552, -0.0310521, , , , , , , , , , , , 
8.3346207, 0.0931563, , , , , , , , , , , , 
8.3350862, 0.2934005, , , , , , , , , , , , 
8.3355517, 0.4506752, , , , , , , , , , , , 
8.3360172, 0.5144579, , , , , , , , , , , , 
8.3364828, 0.5252003, , , , , , , , , , , , 
8.3369483, 0.5735409, , , , , , , , , , , , 
8.3374138, 0.5575952, , , , , , , , , , , , 
8.3378793, 0.307332, , , , , , , , , , , , 
8.3383448, -0.1649958, , , , , , , , , , , , 
8.3388103, -0.5920043, , , , , , , , , , , , 
8.3392759, -0.7262837, , , , , , , , , , , , 
8.3397414, -0.5587701, , , , , , , , , , , , 
8.3402069, -0.2271, , , , , , , , , , , , 
8.3406724, 0.117998, , , , , , , , , , , , 
8.3411379, 0.3563439, , , , , , , , , , , , 
8.3416034, 0.4270085, , , , , , , , , , , , 
8.342069, 0.3093462, , , , , , , , , , , , 
8.3425345, 0.1149767, , , , , , , , , , , , 
8.343, 0.1339437, , , , , , , , , , , , 
8.3434655, 0.3670863, , , , , , , , , , , , 
8.343931, 0.3655756, , , , , , , , , , , , 
8.3443966, -0.0253452, , , , , , , , , , , , 
8.3448621, -0.4120699, , , , , , , , , , , , 
8.3453276, -0.5345998, , , , , , , , , , , , 
8.3457931, -0.5174792, , , , , , , , , , , , 
8.3462586, -0.4755169, , , , , , , , , , , , 
8.3467241, -0.4216373, , , , , , , , , , , , 
8.3471897, -0.4107271, , , , , , , , , , , , 
8.3476552, -0.4624247, , , , , , , , , , , , 
8.3481207, -0.4421149, , , , , , , , , , , , 
8.3485862, -0.2683909, , , , , , , , , , , , 
8.3490517, -0.0364233, , , , , , , , , , , , 
8.3495172, 0.1512322, , , , , , , , , , , , 
8.3499828, 0.2798047, , , , , , , , , , , , 
8.3504483, 0.3581903, , , , , , , , , , , , 
8.3509138, 0.3791714, , , , , , , , , , , , 
8.3513793, 0.3291524, , , , , , , , , , , , 
8.3518448, 0.1320974, , , , , , , , , , , , 
8.3523103, -0.2477455, , , , , , , , , , , , 
8.3527759, -0.7643854, , , , , , , , , , , , 
8.3532414, -1.2722972, , , , , , , , , , , , 
8.3537069, -1.5628443, , , , , , , , , , , , 
8.3541724, -1.4769055, , , , , , , , , , , , 
8.3546379, -0.9992065, , , , , , , , , , , , 
8.3551034, -0.2860151, , , , , , , , , , , , 
8.355569, 0.3687648, , , , , , , , , , , , 
8.3560345, 0.738201, , , , , , , , , , , , 
8.3565, 0.831693, , , , , , , , , , , , 
8.3569655, 0.7853666, , , , , , , , , , , , 
8.357431, 0.7309834, , , , , , , , , , , , 
8.3578966, 0.7633783, , , , , , , , , , , , 
8.3583621, 0.7413901, , , , , , , , , , , , 
8.3588276, 0.457557, , , , , , , , , , , , 
8.3592931, -0.0809033, , , , , , , , , , , , 
8.3597586, -0.6564584, , , , , , , , , , , , 
8.3602241, -1.0233768, , , , , , , , , , , , 
8.3606897, -1.0072633, , , , , , , , , , , , 
8.3611552, -0.6066072, , , , , , , , , , , , 
8.3616207, -0.0129244, , , , , , , , , , , , 
8.3620862, 0.5161364, , , , , , , , , , , , 
8.3625517, 0.7945983, , , , , , , , , , , , 
8.3630172, 0.7945983, , , , , , , , , , , , 
8.3634828, 0.6349737, , , , , , , , , , , , 
8.3639483, 0.4654459, , , , , , , , , , , , 
8.3644138, 0.346273, , , , , , , , , , , , 
8.3648793, 0.2720836, , , , , , , , , , , , 
8.3653448, 0.2547951, , , , , , , , , , , , 
8.3658103, 0.2855116, , , , , , , , , , , , 
8.3662759, 0.3353628, , , , , , , , , , , , 
8.3667414, 0.4684672, , , , , , , , , , , , 
8.3672069, 0.6398413, , , , , , , , , , , , 
8.3676724, 0.5701839, , , , , , , , , , , , 
8.3681379, 0.1465324, , , , , , , , , , , , 
8.3686034, -0.3833677, , , , , , , , , , , , 
8.369069, -0.6868391, , , , , , , , , , , , 
8.3695345, -0.6792859, , , , , , , , , , , , 
8.37, -0.4506752, , , , , , , , , , , , 
8.3704655, -0.1294118, , , , , , , , , , , , 
8.370931, 0.0834211, , , , , , , , , , , , 
8.3713966, 0.1388113, , , , , , , , , , , , 
8.3718621, 0.0882887, , , , , , , , , , , , 
8.3723276, -0.0834211, , , , , , , , , , , , 
8.3727931, -0.2022583, , , , , , , , , , , , 
8.3732586, -0.1908446, , , , , , , , , , , , 
8.3737241, -0.3358663, , , , , , , , , , , , 
8.3741897, -0.662501, , , , , , , , , , , , 
8.3746552, -0.8588846, , , , , , , , , , , , 
8.3751207, -0.7877165, , , , , , , , , , , , 
8.3755862, -0.5144579, , , , , , , , , , , , 
8.3760517, -0.1294118, , , , , , , , , , , , 
8.3765172, 0.2277714, , , , , , , , , , , , 
8.3769828, 0.4917983, , , , , , , , , , , , 
8.3774483, 0.7383688, , , , , , , , , , , , 
8.3779138, 0.9149462, , , , , , , , , , , , 
8.3783793, 0.8825513, , , , , , , , , , , , 
8.3788448, 0.6269169, , , , , , , , , , , , 
8.3793103, 0.2898756, , , , , , , , , , , , 
8.3797759, 0.0169528, , , , , , , , , , , , 
8.3802414, -0.1401541, , , , , , , , , , , , 
8.3807069, -0.2056153, , , , , , , , , , , , 
8.3811724, -0.2207218, , , , , , , , , , , , 
8.3816379, -0.2240787, , , , , , , , , , , , 
8.3821034, -0.2375067, , , , , , , , , , , , 
8.382569, -0.2552987, , , , , , , , , , , , 
8.3830345, -0.2699016, , , , , , , , , , , , 
8.3835, -0.2818189, , , , , , , , , , , , 
8.3839655, -0.2868544, , , , , , , , , , , , 
8.384431, -0.2769512, , , , , , , , , , , , 
8.3848966, -0.2479133, , , , , , , , , , , , 
8.3853621, -0.2099794, , , , , , , , , , , , 
8.3858276, -0.1764096, , , , , , , , , , , , 
8.3862931, -0.1514, , , , , , , , , , , , 
8.3867586, -0.1398184, , , , , , , , , , , , 
8.3872241, -0.1297475, , , , , , , , , , , , 
8.3876897, -0.1059129, , , , , , , , , , , , 
8.3881552, -0.0807355, , , , , , , , , , , , 
8.3886207, -0.0803998, , , , , , , , , , , , 
8.3890862, -0.0978561, , , , , , , , , , , , 
8.3895517, -0.1126268, , , , , , , , , , , , 
8.3900172, -0.1101091, , , , , , , , , , , , 
8.3904828, -0.0869459, , , , , , , , , , , , 
8.3909483, -0.0515297, , , , , , , , , , , , 
8.3914138, -0.0119173, , , , , , , , , , , , 
8.3918793, 0.0087282, , , , , , , , , , , , 
8.3923448, -0.0253452, , , , , , , , , , , , 
8.3928103, -0.0834211, , , , , , , , , , , , 
8.3932759, -0.2109865, , , , , , , , , , , , 
8.3937414, -0.624567, , , , , , , , , , , , 
8.3942069, -1.282536, , , , , , , , , , , , 
8.3946724, -1.7538567, , , , , , , , , , , , 
8.3951379, -1.5245747, , , , , , , , , , , , 
8.3956034, -0.5503777, , , , , , , , , , , , 
8.396069, 0.662501, , , , , , , , , , , , 
8.3965345, 1.5826505, , , , , , , , , , , , 
8.397, 1.9614862, , , , , , , , , , , , 
8.3974655, 1.7891051, , , , , , , , , , , , 
8.397931, 1.3162737, , , , , , , , , , , , 
8.3983966, 0.8501564, , , , , , , , , , , , 
8.3988621, 0.5418173, , , , , , , , , , , , 
8.3993276, 0.3942779, , , , , , , , , , , , 
8.3997931, 0.312871, , , , , , , , , , , , 
8.4002586, 0.2198825, , , , , , , , , , , , 
8.4007241, 0.0793927, , , , , , , , , , , , 
8.4011897, -0.1223621, , , , , , , , , , , , 
8.4016552, -0.3576867, , , , , , , , , , , , 
8.4021207, -0.5282216, , , , , , , , , , , , 
8.4025862, -0.5225147, , , , , , , , , , , , 
8.4030517, -0.3358663, , , , , , , , , , , , 
8.4035172, 0.0441444, , , , , , , , , , , , 
8.4039828, 0.6868391, , , , , , , , , , , , 
8.4044483, 1.1771267, , , , , , , , , , , , 
8.4049138, 0.937438, , , , , , , , , , , , 
8.4053793, 0.0720073, , , , , , , , , , , , 
8.4058448, -0.8568704, , , , , , , , , , , , 
8.4063103, -1.4758984, , , , , , , , , , , , 
8.4067759, -1.6361944, , , , , , , , , , , , 
8.4072414, -1.2818647, , , , , , , , , , , , 
8.4077069, -0.5920043, , , , , , , , , , , , 
8.4081724, 0.2265965, , , , , , , , , , , , 
8.4086379, 1.0153201, , , , , , , , , , , , 
8.4091034, 1.4688487, , , , , , , , , , , , 
8.409569, 1.3822385, , , , , , , , , , , , 
8.4100345, 0.8786908, , , , , , , , , , , , 
8.4105, 0.2925612, , , , , , , , , , , , 
8.4109655, -0.1015488, , , , , , , , , , , , 
8.411431, -0.2118257, , , , , , , , , , , , 
8.4118966, -0.1223621, , , , , , , , , , , , 
8.4123621, 0.0305486, , , , , , , , , , , , 
8.4128276, 0.1654994, , , , , , , , , , , , 
8.4132931, 0.2200504, , , , , , , , , , , , 
8.4137586, 0.1707027, , , , , , , , , , , , 
8.4142241, 0.0693217, , , , , , , , , , , , 
8.4146897, -0.0258488, , , , , , , , , , , , 
8.4151552, -0.1045701, , , , , , , , , , , , 
8.4156207, -0.1649958, , , , , , , , , , , , 
8.4160862, -0.1928588, , , , , , , , , , , , 
8.4165517, -0.1900053, , , , , , , , , , , , 
8.4170172, -0.2005798, , , , , , , , , , , , 
8.4174828, -0.2487526, , , , , , , , , , , , 
8.4179483, -0.3016251, , , , , , , , , , , , 
8.4184138, -0.3254597, , , , , , , , , , , , 
8.4188793, -0.3241169, , , , , , , , , , , , 
8.4193448, -0.3153887, , , , , , , , , , , , 
8.4198103, -0.3026322, , , , , , , , , , , , 
8.4202759, -0.2811475, , , , , , , , , , , , 
8.4207414, -0.2485847, , , , , , , , , , , , 
8.4212069, -0.2096437, , , , , , , , , , , , 
8.4216724, -0.1707027, , , , , , , , , , , , 
8.4221379, -0.1393149, , , , , , , , , , , , 
8.4226034, -0.121355, , , , , , , , , , , , 
8.423069, -0.1143053, , , , , , , , , , , , 
8.4235345, -0.1176623, , , , , , , , , , , , 
8.424, -0.117998, , , , , , , , , , , , 
8.4244655, -0.096849, , , , , , , , , , , , 
8.424931, -0.0488441, , , , , , , , , , , , 
8.4253966, 0.0223239, , , , , , , , , , , , 
8.4258621, 0.0451514, , , , , , , , , , , , 
8.4263276, -0.0699931, , , , , , , , , , , , 
8.4267931, -0.3805142, , , , , , , , , , , , 
8.4272586, -0.758175, , , , , , , , , , , , 
8.4277241, -0.9416342, , , , , , , , , , , , 
8.4281897, -0.7746242, , , , , , , , , , , , 
8.4286552, -0.3351949, , , , , , , , , , , , 
8.4291207, 0.1549248, , , , , , , , , , , , 
8.4295862, 0.4785382, , , , , , , , , , , , 
8.4300517, 0.5705196, , , , , , , , , , , , 
8.4305172, 0.4325475, , , , , , , , , , , , 
8.4309828, 0.1428397, , , , , , , , , , , , 
8.4314483, -0.002182, , , , , , , , , , , , 
8.4319138, 0.0787213, , , , , , , , , , , , 
8.4323793, 0.1560998, , , , , , , , , , , , 
8.4328448, 0.145861, , , , , , , , , , , , 
8.4333103, 0.1394827, , , , , , , , , , , , 
8.4337759, 0.117998, , , , , , , , , , , , 
8.4342414, 0.0616007, , , , , , , , , , , , 
8.4347069, 0.10692, , , , , , , , , , , , 
8.4351724, 0.3059892, , , , , , , , , , , , 
8.4356379, 0.550042, , , , , , , , , , , , 
8.4361034, 0.737026, , , , , , , , , , , , 
8.436569, 0.8367285, , , , , , , , , , , , 
8.4370345, 0.8313573, , , , , , , , , , , , 
8.4375, 0.6903639, , , , , , , , , , , , 
8.4379655, 0.4481575, , , , , , , , , , , , 
8.438431, 0.2036011, , , , , , , , , , , , 
8.4388966, 0.0407874, , , , , , , , , , , , 
8.4393621, -0.0290379, , , , , , , , , , , , 
8.4398276, -0.0342412, , , , , , , , , , , , 
8.4402931, -0.0046998, , , , , , , , , , , , 
8.4407586, 0.1373007, , , , , , , , , , , , 
8.4412241, 0.5852903, , , , , , , , , , , , 
8.4416897, 1.0304265, , , , , , , , , , , , 
8.4421552, 0.7558251, , , , , , , , , , , , 
8.4426207, -0.1545892, , , , , , , , , , , , 
8.4430862, -0.9706722, , , , , , , , , , , , 
8.4435517, -1.5054398, , , , , , , , , , , , 
8.4440172, -1.8679942, , , , , , , , , , , , 
8.4444828, -1.9264057, , , , , , , , , , , , 
8.4449483, -1.5490806, , , , , , , , , , , , 
8.4454138, -0.7944305, , , , , , , , , , , , 
8.4458793, 0.1589532, , , , , , , , , , , , 
8.4463448, 0.9253529, , , , , , , , , , , , 
8.4468103, 1.1564813, , , , , , , , , , , , 
8.4472759, 0.891783, , , , , , , , , , , , 
8.4477414, 0.4588998, , , , , , , , , , , , 
8.4482069, 0.1173266, , , , , , , , , , , , 
8.4486724, -0.0965133, , , , , , , , , , , , 
8.4491379, -0.2411994, , , , , , , , , , , , 
8.4496034, -0.3605402, , , , , , , , , , , , 
8.450069, -0.5238575, , , , , , , , , , , , 
8.4505345, -0.71252, , , , , , , , , , , , 
8.451, -0.7507897, , , , , , , , , , , , 
8.4514655, -0.5309071, , , , , , , , , , , , 
8.451931, -0.1114519, , , , , , , , , , , , 
8.4523966, 0.336202, , , , , , , , , , , , 
8.4528621, 0.56112, , , , , , , , , , , , 
8.4533276, 0.4845808, , , , , , , , , , , , 
8.4537931, 0.2670481, , , , , , , , , , , , 
8.4542586, 0.0763714, , , , , , , , , , , , 
8.4547241, -0.0357519, , , , , , , , , , , , 
8.4551897, -0.094667, , , , , , , , , , , , 
8.4556552, -0.1094377, , , , , , , , , , , , 
8.4561207, -0.0770428, , , , , , , , , , , , 
8.4565862, -0.023331, , , , , , , , , , , , 
8.4570517, 0.0025177, , , , , , , , , , , , 
8.4575172, 0.0125887, , , , , , , , , , , , 
8.4579828, 0.057908, , , , , , , , , , , , 
8.4584483, 0.1225299, , , , , , , , , , , , 
8.4589138, 0.1500572, , , , , , , , , , , , 
8.4593793, 0.1285725, , , , , , , , , , , , 
8.4598448, 0.0909743, , , , , , , , , , , , 
8.4603103, 0.0522011, , , , , , , , , , , , 
8.4607759, 0.0063783, , , , , , , , , , , , 
8.4612414, -0.0431373, , , , , , , , , , , , 
8.4617069, -0.0693217, , , , , , , , , , , , 
8.4621724, -0.0441444, , , , , , , , , , , , 
8.4626379, 0.0270237, , , , , , , , , , , , 
8.4631034, 0.105745, , , , , , , , , , , , 
8.463569, 0.170367, , , , , , , , , , , , 
8.4640345, 0.2131685, , , , , , , , , , , , 
8.4645, 0.2118257, , , , , , , , , , , , 
8.4649655, 0.1606317, , , , , , , , , , , , 
8.465431, 0.0649577, , , , , , , , , , , , 
8.4658966, -0.033402, , , , , , , , , , , , 
8.4663621, -0.0746929, , , , , , , , , , , , 
8.4668276, -0.2005798, , , , , , , , , , , , 
8.4672931, -0.5104295, , , , , , , , , , , , 
8.4677586, -0.7276265, , , , , , , , , , , , 
8.4682241, -0.4865949, , , , , , , , , , , , 
8.4686897, 0.0656291, , , , , , , , , , , , 
8.4691552, 0.5092546, , , , , , , , , , , , 
8.4696207, 0.6562905, , , , , , , , , , , , 
8.4700862, 0.3526513, , , , , , , , , , , , 
8.4705517, -0.4160983, , , , , , , , , , , , 
8.4710172, -1.1462425, , , , , , , , , , , , 
8.4714828, -1.3926452, , , , , , , , , , , , 
8.4719483, -1.12224, , , , , , , , , , , , 
8.4724138, -0.4701457, , , , , , , , , , , , 
8.4728793, 0.3783322, , , , , , , , , , , , 
8.4733448, 1.1042802, , , , , , , , , , , , 
8.4738103, 1.4950332, , , , , , , , , , , , 
8.4742759, 1.545388, , , , , , , , , , , , 
8.4747414, 1.3941558, , , , , , , , , , , , 
8.4752069, 1.1529564, , , , , , , , , , , , 
8.4756724, 0.8444495, , , , , , , , , , , , 
8.4761379, 0.5389639, , , , , , , , , , , , 
8.4766034, 0.2838331, , , , , , , , , , , , 
8.477069, 0.0488441, , , , , , , , , , , , 
8.4775345, -0.1445182, , , , , , , , , , , , 
8.478, -0.2344854, , , , , , , , , , , , 
8.4784655, -0.1972229, , , , , , , , , , , , 
8.478931, -0.1228656, , , , , , , , , , , , 
8.4793966, -0.1594568, , , , , , , , , , , , 
8.4798621, -0.3308309, , , , , , , , , , , , 
8.4803276, -0.5299001, , , , , , , , , , , , 
8.4807931, -0.6656901, , , , , , , , , , , , 
8.4812586, -0.722591, , , , , , , , , , , , 
8.4817241, -0.6964065, , , , , , , , , , , , 
8.4821897, -0.5413138, , , , , , , , , , , , 
